"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA16_2397: Median total income of households in 2015 ($)","v_CA16_2405: Total - Household total income groups in 2015 for private households - 100% data","v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2409: $15,000 to $19,999","v_CA16_2410: $20,000 to $24,999","v_CA16_2411: $25,000 to $29,999","v_CA16_2412: $30,000 to $34,999","v_CA16_2413: $35,000 to $39,999","v_CA16_2414: $40,000 to $44,999","v_CA16_2415: $45,000 to $49,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999","v_CA16_2421: $100,000 and over","v_CA16_4895: Median value of dwellings ($)","v_CA16_4900: Median monthly shelter costs for rented dwellings ($)","v_CA16_4892: % of owner households spending 30% or more of its income on shelter costs","v_CA16_4899: % of tenant households spending 30% or more of its income on shelter costs","v_CA16_4893: Median monthly shelter costs for owned dwellings ($)","v_CA16_4862: Total - Occupied private dwellings by period of construction - 25% sample data","v_CA16_4863: 1960 or before","v_CA16_3957: Total visible minority population","v_CA16_3954: Total - Visible minority for the population in private households - 25% sample data","v_CA16_5105: Postsecondary certificate, diploma or degree","v_CA16_4838: Renter","v_CA16_4837: Owner","v_CA16_4836: Total - Private households by tenure - 25% sample data","v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_6692: Total - Mobility status 1 year ago - 25% sample data","v_CA16_6698: Movers","v_CA16_6704: Migrants","v_CA16_6707: Internal migrants","v_CA16_6710: Intraprovincial migrants","v_CA16_6713: Interprovincial migrants","v_CA16_6716: External migrants"
"157","9330133.02","CT","West Vancouver",36.98253,6216,2368,2245,"59933","59","5915055","5915",145481,2245,55,25,20,45,40,35,40,45,50,50,65,75,75,85,85,1455,2254750,3790,24.6,45.9,1378,2215,245,1645,6245,2430,185,2035,2215,2940,6210,900,430,250,180,70,175
"158","9330134.00","CT","West Vancouver",15.2026,7534,3178,2692,"59933","59","5915055","5915",92928,2690,125,40,50,75,60,90,75,80,95,100,145,150,125,105,95,1270,3014505,2001,42.2,52.5,1713,2690,575,4285,7450,2965,410,2285,2690,3760,7410,1255,555,260,190,70,295
"159","9330135.00","CT","West Vancouver",23.60397,4912,1898,1640,"59933","59","5915055","5915",106880,1640,50,35,25,30,35,55,50,60,50,40,75,80,80,70,60,850,2506351,2854,36.1,54.7,1699,1640,615,2620,4915,1990,265,1375,1640,2425,4895,875,375,165,100,65,215
"160","9330140.02","CT","Richmond",24.3829,7380,3079,3011,"59933","59","5915015","5915",88858,3010,50,35,45,70,75,85,95,90,80,105,195,215,195,175,175,1315,753255,1338,19.7,35.6,1099,3015,115,3295,7320,3030,370,2645,3010,4005,7240,650,160,70,55,15,90
"161","9330140.03","CT","Richmond",47.42177,4423,1635,1522,"59933","59","5915015","5915",73045,1520,30,15,30,50,45,55,65,55,55,70,125,135,115,95,70,515,897726,1216,24,29.2,1159,1530,195,2615,4290,1510,860,670,1530,2495,4250,565,255,220,165,55,35
"162","9330140.04","CT","Richmond",3.05063,5189,1633,1610,"59933","59","5915015","5915",97280,1610,15,15,10,25,25,35,35,45,40,50,100,110,105,120,115,775,753165,1557,22.4,27.1,1734,1610,70,3875,5185,1875,290,1315,1610,3025,5105,690,300,200,170,30,100
"163","9330141.01","CT","Richmond",3.12307,8528,3361,3294,"59933","59","5915015","5915",84053,3295,50,35,65,165,135,115,95,105,105,100,215,185,185,190,175,1360,1003434,1205,17.9,43.2,957,3295,105,3560,8320,3215,1170,2120,3295,4390,8255,800,210,160,140,20,50
"164","9330141.02","CT","Richmond",0.0826,785,412,397,"59933","59","5915015","5915",85931,400,5,5,5,5,15,5,15,20,15,15,30,25,20,35,25,155,674924,1957,20.3,0,963,400,0,405,815,285,50,345,400,425,810,110,40,25,25,10,10
"165","9330142.01","CT","Richmond",1.4694,6038,2104,2050,"59933","59","5915015","5915",91136,2050,30,20,20,35,50,45,60,80,60,60,135,135,140,125,140,905,1003721,1643,21.3,42.9,1024,2050,80,3635,6030,2425,240,1810,2050,3275,5985,705,270,185,145,40,90
"166","9330142.02","CT","Richmond",1.46436,5120,1860,1799,"59933","59","5915015","5915",81152,1795,45,25,30,40,60,60,65,65,60,65,120,125,125,105,100,710,1103630,1362,29.1,43.8,1142,1800,180,3255,5115,2050,245,1550,1800,2850,5070,580,170,105,75,30,60
"167","9330142.03","CT","Richmond",1.53098,6101,2419,2296,"59933","59","5915015","5915",63915,2300,70,35,55,80,100,95,125,105,105,100,190,165,150,110,100,700,1298930,1205,28.1,47.6,918,2310,200,3905,5955,2180,630,1675,2305,3245,5915,1130,495,265,195,75,230
"168","9330143.01","CT","Richmond",1.33096,5098,1683,1650,"59933","59","5915015","5915",88883,1650,35,15,30,40,30,55,55,55,65,60,95,90,120,85,100,715,1202362,1350,23.1,50,979,1650,30,3815,5095,2005,250,1400,1650,2790,5055,730,300,110,100,10,190
"169","9330143.02","CT","Richmond",1.30322,4685,1683,1613,"59933","59","5915015","5915",56960,1615,40,35,105,135,90,85,75,65,70,45,90,105,75,70,65,470,1381963,668,35.7,56.1,1363,1615,90,3460,4600,1545,570,1045,1615,2400,4555,655,200,95,90,0,100
"170","9330143.03","CT","Richmond",1.33996,4787,1722,1644,"59933","59","5915015","5915",64256,1645,60,35,55,55,70,65,70,70,80,70,140,125,100,90,75,500,1696839,1258,32.9,53.5,1016,1630,90,3700,4775,1610,355,1275,1630,2465,4745,675,330,80,80,10,250
"171","9330143.04","CT","Richmond",1.32106,5664,1842,1801,"59933","59","5915015","5915",84523,1800,60,20,35,60,55,60,70,50,60,55,110,120,95,110,110,730,1399481,1282,26.1,42.4,852,1795,15,4665,5595,2125,160,1630,1795,2980,5575,555,260,140,130,10,125
"172","9330144.03","CT","Richmond",0.68392,2512,826,792,"59933","59","5915015","5915",83968,790,25,5,15,25,25,20,20,20,25,30,60,40,50,55,50,310,1202386,1206,27.9,27.8,1421,795,100,1785,2540,880,180,615,790,1405,2510,405,100,75,60,15,25
"173","9330144.04","CT","Richmond",1.33641,5683,2114,2038,"59933","59","5915015","5915",64358,2040,55,30,45,90,85,75,85,90,75,90,210,170,125,130,100,580,897353,1244,24.2,38.8,827,2040,175,3940,5560,2005,795,1240,2035,3035,5500,985,405,225,185,40,180
"174","9330144.05","CT","Richmond",0.68995,2813,970,929,"59933","59","5915015","5915",69056,930,45,15,20,30,30,35,30,45,35,45,80,60,60,50,50,295,1200826,1499,40.4,41.5,1702,940,65,2180,2825,1030,210,735,940,1550,2815,360,180,85,65,20,90
"175","9330144.06","CT","Richmond",1.33078,5443,1834,1750,"59933","59","5915015","5915",77440,1750,35,20,30,30,55,70,60,70,80,75,145,110,115,105,95,645,1003407,1348,30.4,40.3,1444,1745,120,3885,5405,2055,385,1365,1750,3075,5375,645,235,135,120,15,95
"176","9330145.01","CT","Richmond",1.33596,4410,1510,1434,"59933","59","5915015","5915",63898,1430,60,30,40,50,60,65,55,65,65,60,120,110,85,70,65,440,1502955,1621,40.1,46.7,1218,1415,75,3700,4345,1605,150,1270,1415,2420,4320,670,290,60,45,10,235
"177","9330145.02","CT","Richmond",1.37417,3228,1036,1020,"59933","59","5915015","5915",82716,1020,15,5,15,25,35,40,45,40,40,30,60,60,80,70,55,410,1001316,1734,23.7,58.8,858,1035,25,2715,3275,1220,85,950,1035,1800,3250,260,60,15,15,0,45
"178","9330146.00","CT","Richmond",4.79845,7086,2523,2363,"59933","59","5915015","5915",80939,2360,40,25,35,60,70,70,75,80,85,90,175,210,145,130,170,890,900914,1415,25.4,32.8,1238,2355,195,5170,7060,2505,635,1715,2355,3950,7025,840,285,165,150,15,120
"179","9330147.01","CT","Richmond",2.66576,10895,4331,4096,"59933","59","5915015","5915",58829,4095,300,120,140,165,150,215,185,170,180,170,300,240,275,230,190,1075,662767,1597,41.8,55,1517,4095,30,9895,10875,4775,705,3390,4095,6815,10730,2015,880,460,405,55,425
"180","9330147.04","CT","Richmond",0.33082,5368,2459,2419,"59933","59","5915015","5915",53984,2420,70,40,70,120,125,170,140,135,115,120,230,195,180,130,140,435,399510,1176,31.8,41.1,1059,2415,15,4180,5320,2010,625,1790,2415,3070,5280,655,260,190,155,35,70
"181","9330147.05","CT","Richmond",0.32955,4553,1910,1826,"59933","59","5915015","5915",49440,1825,115,60,80,105,80,105,100,100,80,95,150,115,105,100,75,350,424067,1403,41.7,58.3,1301,1835,25,4005,4600,1880,485,1345,1830,2690,4575,750,325,170,100,65,160
"182","9330147.07","CT","Richmond",0.45299,5712,3015,2766,"59933","59","5915015","5915",34880,2765,285,125,180,260,160,220,155,140,125,115,215,150,140,115,85,295,420445,1330,49.1,62,934,2765,35,5110,5710,2255,1175,1590,2765,3385,5655,1395,690,330,250,80,360
"183","9330147.08","CT","Richmond",0.60566,8017,3691,3534,"59933","59","5915015","5915",48081,3535,230,95,140,205,160,215,220,180,215,170,320,295,240,190,160,495,325302,1169,36.6,55.2,1141,3535,85,6515,7955,3250,1335,2195,3535,4900,7880,1570,745,465,340,130,280
"184","9330147.09","CT","Richmond",0.24015,3941,1636,1608,"59933","59","5915015","5915",55893,1610,45,30,30,105,90,95,90,75,75,95,150,135,110,100,75,310,348699,1165,28.2,31.7,1090,1615,10,2990,3850,1590,520,1100,1615,2260,3815,575,225,120,95,20,115
"185","9330147.10","CT","Richmond",0.41369,4413,1993,1940,"59933","59","5915015","5915",57280,1940,70,35,65,85,85,115,85,100,95,100,190,165,115,120,100,420,425760,1215,32.3,39.8,935,1930,20,3130,4305,1790,490,1440,1930,2430,4255,600,230,55,30,25,175
"186","9330148.00","CT","Richmond",3.02005,11402,6217,5332,"59933","59","5915015","5915",36759,5335,585,230,260,470,295,420,300,275,210,220,365,300,255,225,195,725,527965,1372,48.6,62.2,1125,5310,155,10070,11330,4510,2330,2970,5310,6340,11245,3980,1680,1025,790,235,655
"187","9330149.02","CT","Richmond",1.53256,4725,1622,1550,"59933","59","5915015","5915",78037,1550,30,25,30,45,45,70,55,75,55,50,110,100,100,90,70,600,1393575,1284,29.4,37.3,1141,1540,55,3835,4865,1765,260,1285,1540,2630,4845,475,185,85,65,20,100
"188","9330149.05","CT","Richmond",0.64778,2182,720,671,"59933","59","5915015","5915",66496,670,20,20,20,25,30,30,25,30,30,25,55,55,50,30,25,205,1796082,1404,45.4,44.4,1416,680,35,2060,2300,910,90,595,685,1345,2290,270,110,20,20,0,85
"189","9330149.06","CT","Richmond",1.83118,4943,1807,1736,"59933","59","5915015","5915",69717,1735,95,45,50,70,55,90,70,60,65,60,110,95,90,85,70,620,1100288,1323,37,42.5,1030,1735,10,4050,4945,1935,195,1540,1735,2715,4910,605,230,95,85,10,135
"190","9330149.07","CT","Richmond",1.21873,2664,899,844,"59933","59","5915015","5915",79360,845,45,10,30,25,30,25,30,30,20,40,40,50,55,50,45,325,2002281,1348,44.2,42.9,1554,830,80,1950,2605,940,135,690,830,1395,2590,355,180,60,55,0,115
"191","9330149.08","CT","Richmond",1.22302,4672,1852,1812,"59933","59","5915015","5915",68096,1810,35,35,45,85,65,75,90,60,70,80,145,130,110,95,100,585,650031,1213,30.1,38.4,1047,1830,10,3465,4730,1910,430,1395,1825,2705,4710,555,200,135,130,10,60
"192","9330149.09","CT","Richmond",0.6636,2983,1081,1031,"59933","59","5915015","5915",61312,1030,35,25,35,35,55,65,55,50,50,30,85,75,65,45,60,285,800440,1007,35.4,35.1,1167,1015,55,2275,2860,1030,280,735,1015,1640,2825,355,165,80,80,0,80
"193","9330150.00","CT","Richmond",23.1966,814,302,298,"59933","59","5915015","5915",102400,300,0,0,5,5,5,5,5,5,5,10,15,25,20,15,20,150,874683,1690,15.1,0,1407,315,265,215,815,330,55,260,320,500,810,25,10,0,0,0,0
"194","9330151.03","CT","Richmond",4.15303,3022,1024,975,"59933","59","5915015","5915",84224,975,30,15,20,25,25,25,40,25,25,35,70,65,65,60,75,375,899718,1451,28.6,35.5,1754,960,40,2520,2990,1175,160,805,965,1800,2950,425,195,175,155,15,25
"195","9330151.05","CT","Richmond",1.29821,3781,1254,1154,"59933","59","5915015","5915",77568,1155,20,10,20,30,35,30,40,60,45,55,100,85,70,55,70,430,799937,1002,21.3,32.8,1043,1165,70,3135,3705,1300,320,845,1170,2105,3675,375,130,75,30,45,55
"196","9330151.06","CT","Richmond",1.91004,5239,1574,1511,"59933","59","5915015","5915",87680,1510,30,10,25,30,35,60,65,50,45,50,105,105,90,75,95,645,897121,1148,26.6,38.9,1408,1510,60,4860,5240,1580,270,1240,1510,3030,5210,545,145,55,35,25,80
"197","9330151.07","CT","Richmond",3.33782,3566,1845,1539,"59933","59","5915015","5915",42061,1540,170,50,70,115,95,90,75,75,65,65,105,110,85,65,60,235,450112,1422,40.9,55.5,1133,1545,80,2515,3135,1250,555,985,1545,1955,3110,770,300,130,110,25,170
"198","9330151.08","CT","Richmond",3.30079,10444,4000,3802,"59933","59","5915015","5915",63147,3805,205,95,90,125,140,205,180,195,135,160,280,270,255,210,230,1025,601533,1425,36.5,51.8,1477,3805,60,9680,10435,4110,845,2960,3805,6460,10285,1835,630,475,400,80,150
"199","9330160.01","CT","Delta",2.17417,4606,1731,1659,"59933","59","5915011","5915",118944,1660,20,10,20,15,35,30,30,25,35,35,65,110,90,80,85,970,1294974,2069,19.5,40.6,1115,1640,95,545,4520,1575,155,1480,1640,2245,4490,480,270,260,225,35,10
"200","9330160.02","CT","Delta",6.54584,6990,3213,3123,"59933","59","5915011","5915",88704,3120,45,40,35,90,80,95,120,120,100,85,220,200,190,165,180,1360,1098237,1066,15.8,45.6,1004,3120,300,605,6985,2355,745,2385,3120,3425,6950,845,380,340,300,45,35
"201","9330160.03","CT","Delta",2.62939,5784,2146,2049,"59933","59","5915011","5915",101696,2045,25,10,20,35,45,45,55,65,50,70,115,145,110,130,95,1040,1199650,1737,15.3,33.3,982,2070,175,765,5490,1935,275,1800,2070,2595,5475,615,245,220,205,20,25
"202","9330160.04","CT","Delta",2.32708,4029,1893,1810,"59933","59","5915011","5915",77653,1810,45,10,35,60,45,50,90,75,70,80,145,120,100,125,85,675,900695,1076,17.9,47.8,1091,1810,80,515,3920,1355,460,1345,1810,2055,3865,525,240,200,165,35,40
"203","9330161.02","CT","Delta",1.83023,5655,2428,2368,"59933","59","5915011","5915",77824,2365,25,25,65,110,130,80,85,85,85,100,160,135,135,125,120,905,897296,878,17.7,41,1207,2370,260,840,5640,1905,810,1560,2370,3035,5600,685,315,240,210,30,80
"204","9330161.03","CT","Delta",2.33244,6493,2503,2487,"59933","59","5915011","5915",93568,2490,20,15,30,55,70,60,70,80,85,90,165,160,165,120,160,1140,898440,1150,15.9,31.9,1183,2485,95,1560,6480,2085,470,2015,2490,3365,6410,570,340,275,265,10,60
"205","9330161.05","CT","Delta",1.61132,5747,2120,2040,"59933","59","5915011","5915",94400,2040,20,20,25,30,45,55,65,50,60,80,140,135,130,115,125,950,899790,1065,12.6,39.5,1347,2015,130,1450,5685,2015,425,1585,2020,2975,5610,510,175,145,130,15,25
"206","9330161.06","CT","Delta",5.80526,4330,1779,1759,"59933","59","5915011","5915",99285,1760,10,5,15,25,55,35,55,50,60,55,130,95,105,100,95,875,946506,1379,12.2,28.6,926,1785,60,625,4290,1335,140,1645,1785,2095,4250,555,325,290,260,25,35
"207","9330161.07","CT","Musqueam 4",0.53308,10,4,4,"59933","59","5915810","5915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","9330161.08","CT","Tsawwassen",6.577,816,368,323,"59933","59","5915802","5915",84053,320,10,10,5,5,15,5,5,5,15,15,25,20,20,25,20,130,0,0,0,0,0,325,15,70,750,220,30,290,320,390,740,105,40,35,35,0,0
"209","9330161.09","CT","Delta",149.11657,2587,852,798,"59933","59","5915011","5915",90368,795,15,10,10,10,25,25,15,25,20,30,60,50,50,55,40,360,802017,1239,14.1,37.5,846,800,230,360,1985,530,265,535,800,1095,1985,315,160,150,135,15,10
"210","9330162.01","CT","Delta",2.15455,5746,1926,1830,"59933","59","5915011","5915",100864,1830,25,10,25,35,35,35,40,45,45,45,105,110,110,115,110,935,801140,1202,17.5,32.1,1305,1830,40,2635,5640,2100,260,1570,1830,2955,5590,760,470,355,285,70,115
"211","9330162.02","CT","Delta",2.07875,6510,2110,2000,"59933","59","5915011","5915",103834,2000,15,10,15,30,35,25,65,35,55,60,115,125,105,130,150,1045,849250,1054,14.4,30.3,1325,2000,90,3095,6505,1970,330,1665,2000,3445,6455,665,410,330,315,15,80
"212","9330162.03","CT","Delta",1.6576,7683,2644,2341,"59933","59","5915011","5915",74272,2345,25,25,60,95,95,80,80,100,95,85,185,180,165,140,150,795,753381,983,25,36.5,1561,2345,160,5160,7680,2060,835,1505,2340,4120,7600,1085,515,360,320,40,160
"213","9330162.04","CT","Delta",4.92306,5755,1903,1875,"59933","59","5915011","5915",117632,1875,25,10,20,25,30,25,35,40,35,40,85,95,105,115,100,1095,999795,2229,18.7,26.1,1076,1875,130,2365,5750,2310,110,1765,1875,3060,5735,635,335,185,135,45,155
"214","9330163.01","CT","Delta",1.70471,5874,1989,1872,"59933","59","5915011","5915",102473,1870,20,20,25,30,35,35,50,35,45,60,95,120,120,105,100,980,779290,1003,22.2,29.7,1838,1875,60,3200,5875,2285,185,1690,1870,3340,5795,660,425,315,300,15,110
"215","9330163.04","CT","Delta",3.37702,5668,1932,1825,"59933","59","5915011","5915",106688,1825,15,10,15,30,25,35,40,40,35,45,105,110,100,110,115,985,800801,1291,18.8,21.4,1649,1825,245,2005,5650,2050,285,1540,1825,3085,5620,900,455,410,380,30,45
"216","9330163.05","CT","Delta",1.64336,5530,1953,1812,"59933","59","5915011","5915",72485,1810,30,15,60,70,65,75,100,65,75,75,130,115,125,115,100,595,784325,893,24.7,37.3,1420,1810,150,3365,5465,1540,630,1180,1810,2920,5410,805,465,320,300,20,145
"217","9330163.06","CT","Delta",0.98532,4329,1455,1355,"59933","59","5915011","5915",74016,1355,20,10,35,45,50,50,45,45,65,45,125,95,100,80,75,465,801168,1084,22.3,40.9,1633,1360,75,2600,4380,1155,575,785,1360,2350,4325,650,320,250,230,20,65
"218","9330163.07","CT","Delta",1.31868,4891,1616,1490,"59933","59","5915011","5915",85376,1490,20,10,15,20,40,30,50,45,45,40,130,110,125,110,105,590,698934,1005,20.9,15.6,1254,1515,80,2820,4980,1315,320,1200,1515,2530,4950,565,365,255,230,25,105
"219","9330163.08","CT","Delta",1.25862,4031,1397,1265,"59933","59","5915011","5915",91179,1265,15,10,25,20,30,25,35,30,40,35,95,95,90,80,95,555,766304,1384,18.8,45.6,1644,1240,265,1795,3910,1170,290,950,1240,2230,3895,480,275,230,215,10,50
"220","9330170.03","CT","White Rock",0.48982,3921,2781,2589,"59933","59","5915007","5915",48192,2590,50,40,85,170,200,180,185,155,130,150,235,220,155,110,110,415,300616,956,23.4,50.3,679,2595,120,450,3870,1145,850,1745,2595,1740,3870,530,345,315,250,65,35
"221","9330170.04","CT","White Rock",2.16129,5457,2570,2298,"59933","59","5915007","5915",82034,2300,55,25,55,70,90,65,75,85,80,65,170,150,135,120,120,940,1202482,1093,23.8,39.4,1081,2290,385,975,5085,1925,665,1625,2290,2690,5040,895,560,500,440,65,65
"222","9330170.05","CT","White Rock",0.32064,2629,1877,1807,"59933","59","5915007","5915",44006,1805,40,30,80,135,165,110,115,130,120,105,165,130,120,90,70,210,296785,952,22.3,53.1,947,1835,120,315,2740,860,720,1115,1830,1340,2720,450,305,235,200,40,70
"223","9330170.07","CT","White Rock",1.21921,4122,1662,1552,"59933","59","5915007","5915",77696,1550,40,15,40,80,70,45,60,60,50,45,95,95,95,90,90,585,958117,1296,22.4,52.8,1369,1600,160,945,3850,1445,450,1150,1595,2105,3830,555,340,305,230,70,40
"224","9330170.08","CT","White Rock",0.93317,3823,1966,1759,"59933","59","5915007","5915",81888,1760,40,25,40,50,55,40,60,60,65,55,140,115,105,105,90,710,1002371,1297,20.8,52.8,1173,1690,240,455,3565,1255,530,1160,1690,1920,3545,595,330,285,270,15,45
"225","9330180.01","CT","Surrey",3.04733,7633,2833,2708,"59933","59","5915004","5915",106212,2705,55,25,40,45,55,55,65,55,75,70,145,165,135,160,125,1450,963554,1606,25.4,35.4,1682,2710,0,2440,7360,3145,240,2470,2705,3985,7275,1320,625,490,415,75,140
"226","9330180.03","CT","Surrey",44.70799,8884,3493,3127,"59933","59","5915004","5915",94950,3125,55,35,60,75,80,85,80,90,95,95,175,185,175,190,165,1490,1105236,1503,24.9,45,1581,3125,250,2135,8760,3230,755,2370,3125,4790,8695,1530,725,600,505,95,120
"227","9330180.04","CT","Surrey",3.04564,9554,4005,3679,"59933","59","5915004","5915",93139,3680,115,40,65,70,90,90,90,85,110,100,210,225,220,230,225,1700,598463,1622,24.8,41.3,1699,3680,10,4005,9385,4305,765,2920,3680,5750,9205,2205,1030,795,665,130,235
"228","9330181.03","CT","Surrey",6.62829,5221,2211,1991,"59933","59","5915004","5915",98432,1990,40,20,75,85,75,50,50,50,70,50,100,90,90,80,80,990,1601885,960,24.4,46.5,1510,1990,310,1205,5210,2030,495,1495,1990,2660,5195,605,245,160,145,15,90
"229","9330181.05","CT","Surrey",2.46113,7758,3638,3490,"59933","59","5915004","5915",62080,3490,35,35,45,125,200,165,210,185,200,185,295,255,260,215,165,915,399592,1372,20.9,45.5,724,3490,245,1260,7270,2275,565,2925,3490,3430,7195,860,425,360,290,70,65
"230","9330181.07","CT","Surrey",1.85676,3582,1342,1295,"59933","59","5915004","5915",114773,1295,20,10,15,20,25,15,25,35,25,35,60,80,75,65,70,735,1297147,1792,15.4,40.9,1072,1315,55,640,3735,1490,110,1205,1315,1880,3705,385,135,95,75,20,40
"231","9330181.08","CT","Surrey",1.22238,2530,1003,927,"59933","59","5915004","5915",107605,930,15,15,10,15,15,20,30,20,20,30,50,45,50,60,45,500,1203108,1458,21.8,33.3,1546,905,60,420,2375,905,120,785,910,1250,2365,385,240,200,175,25,35
"232","9330181.09","CT","Surrey",3.90341,6187,2284,2228,"59933","59","5915004","5915",96329,2230,35,35,30,50,70,70,65,80,65,65,130,140,110,115,100,1080,1503541,1776,26.5,26.3,1046,2230,35,2040,6060,2220,190,2035,2230,2905,6040,815,370,270,150,120,100
"233","9330181.10","CT","Surrey",3.26952,5241,2238,2172,"59933","59","5915004","5915",73941,2175,45,30,55,55,85,75,90,90,70,95,165,195,155,130,100,755,999498,1498,21.5,45.8,710,2205,45,1565,5250,1745,295,1905,2200,2415,5220,825,380,195,160,35,185
"234","9330181.11","CT","Surrey",0.64919,2574,1442,1392,"59933","59","5915004","5915",51566,1390,40,25,50,80,105,55,85,75,95,65,140,115,100,60,55,255,549498,992,22.2,47.4,740,1360,35,670,2540,845,570,790,1360,1215,2525,445,190,140,100,40,45
"235","9330181.12","CT","Surrey",3.49046,2787,1009,953,"59933","59","5915004","5915",122624,955,30,10,20,10,10,20,25,20,30,20,40,50,45,35,40,540,1799074,2292,29.2,75,1635,955,10,1225,2935,1175,65,895,955,1485,2910,480,235,140,75,60,100
"236","9330181.13","CT","Surrey",1.8873,3664,1525,1488,"59933","59","5915004","5915",86926,1490,20,10,20,50,50,40,35,55,55,45,95,110,100,90,85,635,898458,796,19.5,36.1,809,1465,30,1015,3485,1220,180,1285,1465,1600,3455,485,280,220,210,15,55
"237","9330181.14","CT","Surrey",1.44862,3749,1629,1593,"59933","59","5915004","5915",72474,1595,25,20,25,45,65,70,45,60,60,80,165,120,120,105,85,515,501549,1334,22,41.2,1087,1610,0,780,3550,1220,335,1275,1615,1760,3520,565,280,250,190,65,25
"238","9330181.15","CT","Semiahmoo",1.37134,120,64,58,"59933","59","5915801","5915",47232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,60,20,10,120,40,15,40,55,65,120,15,10,10,10,0,0
"239","9330181.16","CT","Surrey",2.27911,5332,2142,2097,"59933","59","5915004","5915",80567,2100,25,20,30,60,85,75,85,105,75,70,140,125,145,130,105,820,848083,1144,14.2,45,672,2095,80,695,4990,1625,200,1895,2100,2375,4955,600,235,205,170,35,25
"240","9330182.01","CT","Surrey",51.24945,5196,1763,1531,"59933","59","5915004","5915",98240,1530,25,15,30,35,60,40,50,35,50,50,90,90,80,60,65,750,1098991,935,25.6,26.4,1724,1525,80,2460,4925,1580,375,1145,1520,2730,4870,760,265,155,130,30,110
"241","9330182.02","CT","Surrey",2.65462,6949,2098,2023,"59933","59","5915004","5915",118912,2020,10,5,10,20,20,25,25,30,60,45,120,105,105,105,125,1220,799917,1100,16.2,36.7,1948,2025,15,2750,6940,2500,300,1725,2025,3790,6870,960,225,170,140,35,50
"242","9330182.03","CT","Surrey",8.14779,3963,1287,1184,"59933","59","5915004","5915",102502,1185,20,10,25,25,20,25,25,35,35,30,65,70,65,60,70,605,948173,900,25.5,38.8,1727,1195,55,2470,3950,1330,250,945,1195,2035,3935,745,210,135,130,0,70
"243","9330182.04","CT","Surrey",2.25546,1782,558,540,"59933","59","5915004","5915",123648,540,5,5,5,5,10,5,15,10,5,10,25,30,30,25,25,320,978260,873,12.9,0,1612,565,0,970,1885,655,55,510,560,1055,1875,220,85,55,30,25,35
"244","9330182.05","CT","Surrey",19.05692,7395,2413,2307,"59933","59","5915004","5915",98773,2305,30,20,20,40,35,45,50,55,85,65,155,155,130,165,130,1135,752517,972,19.4,23.5,1542,2285,90,3875,7215,2375,345,1940,2285,3865,7170,805,335,280,210,65,60
"245","9330182.06","CT","Surrey",10.20122,1168,429,393,"59933","59","5915004","5915",91392,395,10,5,10,10,15,10,10,15,15,5,20,20,25,25,25,175,1202011,1506,22.9,42.1,806,350,105,160,1050,325,90,260,350,555,1040,75,40,40,30,10,0
"246","9330183.01","CT","Surrey",2.6634,6341,2139,2018,"59933","59","5915004","5915",97280,2020,15,5,25,30,55,45,40,60,50,70,125,125,135,140,130,965,738045,1227,15.8,35.2,1624,2015,165,1460,6265,1905,440,1580,2015,3400,6190,840,225,185,145,40,40
"247","9330183.03","CT","Surrey",2.87277,6180,2591,2494,"59933","59","5915004","5915",69120,2495,25,15,60,115,120,100,95,105,95,110,200,220,165,165,145,750,599543,899,20.1,40.3,1359,2495,200,1225,6065,1850,795,1695,2495,3490,5960,935,340,310,280,35,30
"248","9330183.05","CT","Surrey",3.45843,11293,3673,3559,"59933","59","5915004","5915",109380,3560,30,10,20,35,45,40,50,80,80,75,195,195,230,250,225,1990,647679,1002,14.4,31.6,1692,3555,10,3540,11295,3965,290,3270,3560,6160,11170,1410,550,510,440,75,40
"249","9330183.06","CT","Surrey",1.34114,2372,1037,978,"59933","59","5915004","5915",79214,980,10,10,10,20,20,35,30,35,45,45,85,75,80,85,65,330,403559,1213,17.3,29,1263,1000,15,460,2500,755,155,840,995,1460,2475,275,150,145,120,30,10
"250","9330183.07","CT","Surrey",2.54659,6691,2373,2275,"59933","59","5915004","5915",105259,2275,10,10,15,25,55,30,50,65,70,60,150,130,120,135,125,1205,800179,1004,16.5,25.5,1546,2255,80,1415,6550,2075,250,2005,2255,3550,6510,610,220,200,175,25,20
