"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA16_2397: Median total income of households in 2015 ($)","v_CA16_2405: Total - Household total income groups in 2015 for private households - 100% data","v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2409: $15,000 to $19,999","v_CA16_2410: $20,000 to $24,999","v_CA16_2411: $25,000 to $29,999","v_CA16_2412: $30,000 to $34,999","v_CA16_2413: $35,000 to $39,999","v_CA16_2414: $40,000 to $44,999","v_CA16_2415: $45,000 to $49,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999","v_CA16_2421: $100,000 and over","v_CA16_4895: Median value of dwellings ($)","v_CA16_4900: Median monthly shelter costs for rented dwellings ($)","v_CA16_4892: % of owner households spending 30% or more of its income on shelter costs","v_CA16_4899: % of tenant households spending 30% or more of its income on shelter costs","v_CA16_4893: Median monthly shelter costs for owned dwellings ($)","v_CA16_4862: Total - Occupied private dwellings by period of construction - 25% sample data","v_CA16_4863: 1960 or before","v_CA16_3957: Total visible minority population","v_CA16_3954: Total - Visible minority for the population in private households - 25% sample data","v_CA16_5105: Postsecondary certificate, diploma or degree","v_CA16_4838: Renter","v_CA16_4837: Owner","v_CA16_4836: Total - Private households by tenure - 25% sample data","v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_6692: Total - Mobility status 1 year ago - 25% sample data","v_CA16_6698: Movers","v_CA16_6704: Migrants","v_CA16_6707: Internal migrants","v_CA16_6710: Intraprovincial migrants","v_CA16_6713: Interprovincial migrants","v_CA16_6716: External migrants"
"251","9330183.08","CT","Surrey",1.30629,8253,3419,3289,"59933","59","5915004","5915",83063,3290,40,45,50,75,60,105,115,115,125,120,270,225,230,225,240,1255,401116,1100,21.6,37.5,1617,3285,10,2390,8250,3090,875,2410,3290,5085,8080,1755,775,690,605,80,80
"252","9330183.09","CT","Surrey",5.89029,12265,4677,4373,"59933","59","5915004","5915",88670,4375,65,50,70,85,95,125,125,135,130,140,315,305,305,285,325,1815,549178,1031,23.3,39.6,1700,4375,85,4275,12130,4530,1335,3040,4375,7160,11885,2515,1115,960,840,120,160
"253","9330184.02","CT","Surrey",2.62379,7951,3079,2987,"59933","59","5915004","5915",59536,2985,45,50,75,125,175,130,160,155,165,155,290,260,225,230,160,600,229702,1052,21,39.1,1058,2990,110,3765,7715,2120,845,2140,2990,4290,7655,1075,350,230,210,15,115
"254","9330184.06","CT","Surrey",2.64074,10901,3419,3030,"59933","59","5915004","5915",71607,3030,70,70,120,130,100,110,110,135,110,100,220,200,210,160,165,1010,823306,701,38.6,40.8,2226,3030,35,9425,10900,3060,1230,1800,3030,5950,10790,1885,560,315,185,135,245
"255","9330184.07","CT","Surrey",1.33489,5501,1994,1917,"59933","59","5915004","5915",62541,1915,25,20,45,80,95,90,95,100,110,95,170,175,140,110,95,480,400653,804,18.3,29.9,988,1920,35,3180,5365,1175,685,1230,1915,2660,5330,840,300,145,100,45,150
"256","9330184.08","CT","Surrey",1.27555,5537,1731,1567,"59933","59","5915004","5915",79057,1565,15,15,30,25,40,45,50,45,65,50,135,140,135,125,120,525,599247,802,25.9,32.6,1680,1565,35,3935,5525,1615,450,1120,1570,3050,5445,960,340,190,155,30,150
"257","9330184.09","CT","Surrey",1.3166,4736,1390,1305,"59933","59","5915004","5915",88960,1305,15,10,25,25,30,35,40,35,40,50,75,95,85,90,90,555,750213,751,26.8,31.5,1781,1315,60,3255,4705,1320,360,950,1315,2595,4665,685,270,115,90,25,155
"258","9330184.10","CT","Surrey",1.32954,5190,1583,1464,"59933","59","5915004","5915",77995,1465,20,20,35,70,60,45,35,55,60,60,105,90,85,70,75,570,851732,700,30.3,30.6,2156,1465,30,4130,5190,1490,535,925,1465,2810,5150,865,240,195,170,25,40
"259","9330184.11","CT","Surrey",2.60844,9574,2824,2607,"59933","59","5915004","5915",91040,2610,45,35,95,65,70,70,70,75,75,80,145,175,140,155,140,1180,900312,675,29.9,34.4,2121,2610,25,7665,9575,2755,770,1840,2605,5325,9430,1410,365,245,190,60,115
"260","9330184.12","CT","Surrey",1.96801,8362,2679,2443,"59933","59","5915004","5915",86272,2445,35,25,50,40,60,55,50,80,70,75,175,195,165,205,150,990,552060,804,34,25.7,1995,2470,30,6705,8365,3055,565,1905,2465,4820,8185,2085,725,550,475,75,170
"261","9330184.13","CT","Surrey",4.51808,5668,1776,1543,"59933","59","5915004","5915",97728,1540,25,15,30,20,25,35,40,50,40,40,80,105,90,95,100,745,848393,1000,20.5,35.9,1780,1520,85,3440,5050,1775,325,1195,1520,2815,4985,1130,395,325,260,60,70
"262","9330184.14","CT","Surrey",1.55115,8940,3229,3024,"59933","59","5915004","5915",99584,3025,25,15,40,40,45,50,50,70,85,75,180,205,210,220,215,1500,493687,902,19.7,34.1,1807,3025,0,4555,8940,3720,425,2600,3025,5245,8795,1435,525,400,300,95,135
"263","9330184.15","CT","Surrey",0.98485,3364,893,869,"59933","59","5915004","5915",101530,870,15,5,10,10,15,20,25,25,20,20,65,55,50,50,50,445,801744,743,15.7,28.1,1612,860,15,2755,3390,945,160,700,860,1780,3350,205,55,35,35,0,10
"264","9330184.16","CT","Surrey",1.65294,5860,1678,1598,"59933","59","5915004","5915",86699,1600,20,20,45,35,40,45,40,40,50,65,115,105,100,125,95,650,752910,704,31.2,36.7,2015,1600,55,3930,5835,1640,485,1110,1595,3310,5790,925,240,115,95,25,125
"265","9330185.05","CT","Surrey",1.33354,5943,1870,1765,"59933","59","5915004","5915",60595,1765,25,20,50,70,75,85,90,115,90,85,170,130,125,120,90,425,598657,803,25.5,34.5,1515,1815,40,4325,5900,1310,1030,790,1815,3060,5815,1080,290,165,120,50,120
"266","9330185.07","CT","Surrey",2.62527,9630,2936,2586,"59933","59","5915004","5915",89242,2585,25,15,40,55,60,55,65,80,90,85,195,185,170,185,160,1125,802765,804,32.1,30.9,2086,2560,130,7480,9520,2805,700,1855,2555,5190,9395,1265,500,240,180,60,260
"267","9330185.08","CT","Surrey",3.69636,1483,460,425,"59933","59","5915004","5915",138459,425,5,5,5,5,5,0,10,5,15,10,20,10,10,25,20,285,1398334,1917,18.8,40,1367,455,55,960,1585,525,50,405,455,820,1570,190,85,45,35,0,35
"268","9330185.09","CT","Surrey",2.65706,5127,1819,1774,"59933","59","5915004","5915",64461,1775,25,25,40,65,70,80,70,80,80,85,175,165,135,135,95,440,323514,1003,22.8,29.5,1209,1775,45,3510,5115,1465,610,1160,1770,2865,5055,830,360,260,210,55,95
"269","9330185.10","CT","Surrey",1.29478,5894,1683,1496,"59933","59","5915004","5915",66162,1495,30,25,35,40,45,55,60,90,70,80,145,130,115,105,80,395,699500,750,39.1,30.3,1544,1495,20,5220,5885,1300,600,900,1495,3105,5770,865,325,85,60,20,240
"270","9330185.11","CT","Surrey",1.32045,7844,2477,2364,"59933","59","5915004","5915",64224,2365,35,25,50,150,90,115,110,115,105,90,210,185,185,165,140,595,400650,757,27.8,38,1450,2365,30,6745,7840,1885,960,1400,2365,4090,7710,1040,345,135,105,25,210
"271","9330185.12","CT","Surrey",1.32328,6780,1868,1733,"59933","59","5915004","5915",84896,1730,20,15,35,30,35,40,60,50,40,65,120,140,140,135,120,685,698006,751,31,26.9,1857,1730,60,5310,6680,1705,525,1210,1730,3645,6635,1195,290,75,55,20,215
"272","9330185.15","CT","Surrey",2.6243,5867,1731,1611,"59933","59","5915004","5915",69146,1610,25,15,30,45,50,70,60,75,75,75,135,155,110,110,90,480,672645,703,23.4,28.9,1331,1610,65,4895,5855,1250,565,1040,1610,3135,5820,665,205,65,50,10,145
"273","9330185.16","CT","Surrey",2.60928,4968,1347,1263,"59933","59","5915004","5915",75154,1260,30,15,25,40,30,50,60,50,30,60,100,95,110,85,65,420,651240,800,29.7,26.1,1743,1215,35,4370,4980,1095,435,775,1210,2545,4940,750,225,65,25,40,160
"274","9330185.17","CT","Surrey",1.04321,3520,1366,1317,"59933","59","5915004","5915",95019,1320,15,10,15,30,25,30,20,40,40,55,100,90,75,65,75,625,753207,1090,15.5,21.1,760,1325,35,1705,3465,1080,190,1125,1320,1720,3450,335,150,125,115,10,25
"275","9330185.18","CT","Surrey",1.68416,5295,1525,1460,"59933","59","5915004","5915",93440,1460,25,10,30,45,30,45,50,35,50,35,95,90,95,75,70,675,900370,707,26.9,29.3,1626,1455,45,4210,5345,1685,375,1080,1455,2960,5255,640,185,110,85,20,70
"276","9330185.19","CT","Surrey",0.67403,5975,1985,1895,"59933","59","5915004","5915",74778,1895,30,25,35,45,55,65,60,80,55,70,190,145,160,155,150,570,399631,803,26.1,28.3,1591,1875,0,4555,5820,1950,565,1305,1870,3355,5775,820,430,270,225,50,165
"277","9330185.20","CT","Surrey",0.67359,5166,1411,1340,"59933","59","5915004","5915",75435,1340,20,15,30,45,40,35,45,60,60,50,120,100,95,115,75,445,696777,700,40,31.1,1885,1350,10,4725,5220,1295,455,895,1355,2800,5150,880,310,100,80,20,210
"278","9330185.21","CT","Surrey",0.66837,3845,1334,1266,"59933","59","5915004","5915",60032,1265,10,15,30,45,50,75,70,75,60,75,130,105,90,100,75,265,369759,801,30.2,31.4,1304,1290,0,3115,3985,1125,430,860,1290,2020,3945,700,260,140,120,20,115
"279","9330185.22","CT","Surrey",0.67219,3771,1091,950,"59933","59","5915004","5915",66867,950,20,15,25,40,35,45,40,40,45,40,80,60,70,65,60,270,897491,701,26.8,34.3,1979,940,10,3600,3720,880,530,410,940,1900,3680,650,270,60,25,35,205
"280","9330186.01","CT","Surrey",1.98406,7494,2462,2301,"59933","59","5915004","5915",76325,2305,45,30,60,70,70,80,90,80,110,80,180,160,140,175,115,815,798723,831,30.6,32.4,1833,2305,365,4950,7470,2110,895,1405,2305,4225,7380,1000,380,260,225,35,125
"281","9330186.02","CT","Surrey",1.91099,6106,2120,1964,"59933","59","5915004","5915",70016,1965,45,25,60,85,80,80,70,80,70,70,175,140,125,150,130,585,700016,809,28.9,37.6,1563,1965,555,3800,6065,1645,820,1140,1965,3385,6015,875,370,215,160,50,155
"282","9330186.05","CT","Surrey",1.25138,7592,2374,2247,"59933","59","5915004","5915",67170,2245,40,25,50,85,75,100,100,85,110,110,195,205,170,165,135,590,600359,920,31.3,40.3,1442,2240,130,5785,7400,1840,930,1310,2240,3910,7320,1290,585,360,315,45,220
"283","9330186.06","CT","Surrey",1.28219,4206,1174,1096,"59933","59","5915004","5915",73600,1095,10,10,30,35,30,45,35,45,50,40,100,80,85,65,65,370,799380,752,25.4,27.6,1686,1105,60,3915,4395,900,435,670,1100,2360,4320,625,180,120,105,20,60
"284","9330186.07","CT","Surrey",1.31071,5886,1583,1488,"59933","59","5915004","5915",75571,1490,20,20,30,50,35,40,50,60,70,65,135,110,110,110,85,495,800087,749,31.4,28,2005,1485,65,4945,5845,1285,625,860,1490,3110,5775,905,200,75,40,35,125
"285","9330186.08","CT","Surrey",1.30317,6646,2035,1923,"59933","59","5915004","5915",71145,1920,45,35,40,60,75,70,60,80,80,80,155,160,150,125,120,585,576190,808,27.3,34.9,1681,1925,125,4835,6610,1800,735,1190,1920,3640,6530,960,405,275,240,40,130
"286","9330187.03","CT","Surrey",2.58115,7767,2430,2262,"59933","59","5915004","5915",80235,2265,45,30,55,40,65,75,80,80,70,75,160,165,175,165,165,820,697146,804,20.4,45.5,1635,2260,110,5565,7760,2215,715,1550,2260,4290,7680,920,390,195,125,75,195
"287","9330187.04","CT","Surrey",1.22853,1707,462,433,"59933","59","5915004","5915",79744,435,5,0,10,10,15,15,15,20,20,20,20,35,25,25,35,155,700064,802,27.5,39.4,1535,425,30,1130,1490,375,170,255,425,795,1455,185,60,10,10,10,45
"288","9330187.05","CT","Surrey",1.30964,7419,2184,1953,"59933","59","5915004","5915",75959,1950,30,10,55,60,60,85,80,75,75,70,165,150,130,150,115,645,801380,703,28.5,27.4,1932,1960,65,6550,7510,1705,730,1230,1960,3970,7400,805,250,120,90,30,130
"289","9330187.06","CT","Surrey",2.59674,6970,2183,2065,"59933","59","5915004","5915",81152,2065,20,10,40,60,60,80,75,85,90,80,140,150,125,120,120,815,799132,802,23.5,31.7,1201,2080,30,4215,6680,1920,500,1575,2075,3425,6615,705,240,170,140,30,70
"290","9330187.07","CT","Surrey",0.66416,2013,602,577,"59933","59","5915004","5915",112384,575,5,0,10,15,5,15,20,10,20,15,30,30,30,30,25,315,900977,810,21.6,50,1536,600,0,1155,1970,765,90,510,600,1075,1950,235,50,20,15,0,30
"291","9330187.11","CT","Surrey",1.3857,6577,2244,2207,"59933","59","5915004","5915",81338,2205,40,25,35,45,45,75,70,65,65,80,180,175,170,165,135,820,399984,1348,24.2,44.4,1551,2180,30,4780,6610,2595,360,1825,2185,3830,6535,1045,370,255,200,55,120
"292","9330187.12","CT","Surrey",1.14835,4254,1408,1360,"59933","59","5915004","5915",82798,1360,10,15,10,20,60,45,55,55,65,55,95,90,75,80,85,545,648236,852,21.2,24.4,1207,1310,15,2190,3935,1205,205,1110,1315,2045,3920,365,120,70,55,15,50
"293","9330187.13","CT","Surrey",1.10751,3915,1308,1167,"59933","59","5915004","5915",82859,1165,20,15,20,25,30,45,30,40,40,40,105,75,75,85,65,450,799653,862,28.8,38,1790,1210,40,2885,4210,1235,395,820,1215,2315,4150,660,160,90,90,0,75
"294","9330187.14","CT","Surrey",0.64577,3822,1386,1372,"59933","59","5915004","5915",66765,1375,10,5,25,55,60,60,75,55,70,80,125,110,80,125,100,340,341471,1347,17.6,42.9,1175,1415,10,2055,3590,1245,105,1310,1415,1890,3545,455,170,120,100,20,55
"295","9330187.15","CT","Surrey",0.6979,4078,1240,1174,"59933","59","5915004","5915",79232,1175,10,15,25,35,30,35,40,30,45,50,95,85,90,75,75,435,600912,801,22.9,31.6,1399,1155,10,2855,3820,1230,195,960,1155,2005,3820,475,110,75,60,15,40
"296","9330187.16","CT","Surrey",0.90313,3082,946,910,"59933","59","5915004","5915",94208,910,15,10,10,15,20,15,15,15,30,40,60,55,70,65,60,420,698405,803,23.3,23.1,1649,885,25,1820,3055,1045,135,750,890,1645,3015,345,120,70,40,30,50
"297","9330188.01","CT","Surrey",3.24027,3094,925,876,"59933","59","5915004","5915",99584,880,15,10,10,20,25,15,25,30,25,30,45,40,50,40,50,435,1000982,1251,30.3,50,1858,880,10,2005,3115,1225,120,760,885,1720,3095,270,140,95,70,25,45
"298","9330188.02","CT","Surrey",1.06859,3034,921,851,"59933","59","5915004","5915",91776,850,15,10,15,20,25,35,25,25,25,25,60,60,55,30,45,390,900578,903,39.3,39.4,1989,845,10,2260,3010,1095,170,675,845,1620,2975,405,290,190,155,40,95
"299","9330188.04","CT","Surrey",3.86936,3998,1299,1163,"59933","59","5915004","5915",88320,1160,15,10,30,25,35,35,35,45,40,30,75,80,65,80,40,520,899454,850,22.6,37.1,1953,1150,25,2710,3970,1340,310,840,1155,2180,3945,580,230,165,120,40,65
"300","9330188.05","CT","Surrey",7.20256,2724,839,783,"59933","59","5915004","5915",106138,785,15,15,15,10,20,20,25,25,15,20,40,50,35,35,35,410,1000965,850,25.9,50,1848,825,15,1600,2770,980,130,700,825,1500,2765,365,145,75,60,10,70
"301","9330188.06","CT","Surrey",4.10375,1484,514,460,"59933","59","5915004","5915",91989,460,5,0,5,10,10,10,15,20,15,20,25,40,20,30,30,205,969729,1297,26.4,44.4,1946,455,35,760,1555,530,90,365,455,820,1535,230,95,95,80,20,0
"302","9330188.07","CT","Surrey",2.71778,4309,1281,1217,"59933","59","5915004","5915",102016,1215,35,10,30,20,25,35,35,40,30,35,65,70,50,75,50,620,1053957,1003,33,30.8,1711,1195,0,2780,4085,1610,130,1060,1195,2235,4070,520,225,150,115,35,80
"303","9330188.08","CT","Surrey",1.2783,3840,1181,1149,"59933","59","5915004","5915",97600,1150,30,10,20,25,25,40,30,40,25,50,65,55,70,60,45,565,947519,1569,23.6,31.8,1572,1170,0,2540,4060,1660,110,1060,1175,2175,4050,405,160,135,100,35,25
"304","9330189.03","CT","Surrey",1.58068,3389,1172,1099,"59933","59","5915004","5915",86682,1095,15,5,20,35,25,25,30,35,35,30,85,90,80,65,75,450,601837,1102,18.5,46.2,1499,1120,290,1215,3275,1015,195,920,1120,1905,3235,275,135,105,100,10,30
"305","9330189.05","CT","Surrey",1.34136,8245,3623,3535,"59933","59","5915004","5915",53632,3535,70,55,150,195,215,210,185,210,175,175,345,280,250,205,185,630,259972,949,25.2,47.6,1007,3535,105,4775,8225,2635,1235,2295,3535,4575,8110,1035,370,270,170,100,105
"306","9330189.06","CT","Surrey",2.4145,3227,1076,1013,"59933","59","5915004","5915",72141,1015,15,10,25,30,40,35,40,40,40,35,85,100,80,75,60,305,500058,1096,24.5,32.7,1385,1005,85,2165,3165,1030,245,760,1010,1840,3140,510,215,70,60,10,140
"307","9330189.07","CT","Surrey",0.82383,3401,1369,1268,"59933","59","5915004","5915",64832,1265,25,10,25,40,55,60,35,60,70,75,130,100,90,100,95,305,300506,1185,22.5,30.4,1154,1275,20,2190,3485,1320,230,1045,1275,2020,3435,895,355,305,290,20,50
"308","9330189.08","CT","Surrey",0.67932,7063,2860,2826,"59933","59","5915004","5915",44709,2830,95,60,140,205,195,195,170,175,200,160,285,215,175,175,115,275,200050,909,22.1,49.2,1063,2825,265,4025,7065,1970,1970,855,2825,4025,6975,1500,725,345,225,120,380
"309","9330189.09","CT","Surrey",1.32943,4485,1476,1390,"59933","59","5915004","5915",83968,1390,25,10,30,30,35,40,70,50,45,45,85,110,75,95,90,555,699118,802,24.4,31.7,1535,1385,20,2925,4380,1525,315,1065,1380,2485,4320,445,225,155,120,40,70
"310","9330189.10","CT","Surrey",1.30816,6749,2331,2280,"59933","59","5915004","5915",72558,2280,55,20,45,80,90,110,80,95,80,80,200,165,165,195,170,650,349028,1103,22.9,32.3,1327,2280,50,4930,6755,2540,665,1615,2280,3850,6705,1030,390,250,210,40,135
"311","9330190.01","CT","Surrey",1.47073,8998,4032,3862,"59933","59","5915004","5915",54408,3860,165,75,145,160,205,190,200,200,195,215,400,350,300,230,200,620,259698,1013,29.4,41.3,1216,3870,165,4760,8455,3270,1960,1905,3870,5270,8315,1570,810,615,530,80,200
"312","9330190.03","CT","Surrey",1.93869,6896,2674,2475,"59933","59","5915004","5915",58688,2475,70,45,85,100,100,105,125,120,150,135,240,205,185,175,135,490,310141,1059,29.9,37.6,1366,2540,295,4235,6950,2320,1370,1170,2540,4075,6890,1080,445,345,295,50,100
"313","9330190.04","CT","Surrey",3.05311,6984,2379,2225,"59933","59","5915004","5915",78592,2225,35,25,60,65,75,70,70,95,80,80,165,165,145,145,130,820,697590,1052,25.4,33.6,1625,2205,600,3405,7060,2135,555,1655,2205,4020,7030,930,340,275,210,70,65
"314","9330190.05","CT","Surrey",0.60743,1791,693,644,"59933","59","5915004","5915",58368,645,25,5,25,30,30,25,35,25,40,35,45,40,65,40,35,135,598590,1003,24.6,47.3,1427,585,200,690,1510,440,280,305,585,895,1505,290,180,150,105,40,40
"315","9330191.03","CT","Surrey",1.31926,5619,1749,1618,"59933","59","5915004","5915",71680,1620,25,25,45,60,50,65,70,60,70,65,120,135,120,110,100,500,751604,849,27.7,35.3,1827,1620,410,3895,5560,1480,665,950,1620,3010,5485,880,280,150,135,15,130
"316","9330191.04","CT","Surrey",1.32867,6927,3788,3247,"59933","59","5915004","5915",48540,3245,185,110,290,235,140,155,140,140,135,160,310,240,220,175,130,485,259898,979,28.3,48,1041,3250,110,4325,6870,2765,1830,1415,3245,4295,6810,1650,745,575,485,90,170
"317","9330191.05","CT","Surrey",1.40808,4036,1422,1246,"59933","59","5915004","5915",71387,1250,25,20,35,55,45,50,45,40,50,70,80,95,105,95,75,365,801170,849,36.4,31.8,1584,1260,260,2705,4100,1095,550,715,1265,2335,4045,800,310,225,190,40,80
"318","9330191.06","CT","Surrey",0.50094,2701,1224,1134,"59933","59","5915004","5915",52626,1130,45,20,55,65,50,70,55,70,60,55,115,95,90,80,60,160,250667,902,33.9,41.9,1141,1115,100,1320,2355,840,525,595,1120,1520,2305,510,280,215,195,20,65
"319","9330191.07","CT","Surrey",0.72545,3929,2238,2054,"59933","59","5915004","5915",44325,2055,105,40,125,170,130,115,140,130,110,135,210,155,130,125,75,170,200677,904,34.9,46,1153,2070,125,2200,4020,1560,1540,530,2075,2660,3970,995,530,430,360,65,100
"320","9330192.00","CT","Surrey",13.27929,4194,1523,1347,"59933","59","5915004","5915",66645,1345,30,15,40,70,55,50,55,40,50,55,110,155,90,100,75,355,599828,902,24.7,34.4,1219,1330,290,2370,3955,1015,480,850,1330,2275,3900,640,295,185,175,15,105
"321","9330200.00","CT","New Westminster",4.05101,8727,3045,2866,"59933","59","5915029","5915",94805,2870,30,20,60,40,55,55,80,90,80,65,180,175,210,205,185,1335,697032,1031,24.2,36.1,1995,2865,175,5965,8695,3600,790,2075,2865,5405,8535,1560,980,770,715,50,215
"322","9330201.00","CT","New Westminster",0.77643,1752,670,599,"59933","59","5915029","5915",81152,595,15,5,15,25,20,15,30,15,20,15,40,40,25,35,40,225,1000262,1002,27.3,32.6,1667,595,250,800,1690,605,215,385,595,970,1670,260,165,120,85,30,50
"323","9330202.00","CT","New Westminster",2.01186,8954,4845,4636,"59933","59","5915029","5915",68312,4635,190,70,110,150,180,165,155,170,175,195,405,390,375,335,300,1250,398849,1264,25,43.8,1336,4635,225,3510,8910,4140,1645,2990,4635,5670,8815,1625,950,840,735,110,115
"324","9330203.00","CT","New Westminster",1.1241,4838,1792,1708,"59933","59","5915029","5915",90112,1705,30,25,30,40,50,40,55,55,75,65,110,100,100,75,85,770,1001856,1002,18.6,33.6,1262,1710,900,2095,4880,1955,555,1155,1710,2800,4840,730,350,240,215,25,105
"325","9330204.01","CT","New Westminster",0.40712,4532,2517,2413,"59933","59","5915029","5915",53157,2410,85,30,100,125,135,110,130,135,145,135,235,205,165,140,105,430,299922,933,25.7,44.3,1413,2420,410,1470,4560,2045,1525,900,2420,3110,4525,795,520,420,365,55,105
"326","9330204.02","CT","New Westminster",0.70306,5356,2802,2685,"59933","59","5915029","5915",48474,2685,85,60,135,155,180,155,170,165,140,150,215,185,185,130,100,470,798912,912,20.9,43.9,1230,2680,735,1860,5320,2155,1890,785,2680,3265,5275,970,635,525,405,120,110
"327","9330205.01","CT","New Westminster",0.50609,4329,2540,2430,"59933","59","5915029","5915",45483,2430,105,65,145,155,145,145,145,135,160,140,225,195,145,120,90,315,400390,872,25.7,40.6,1200,2425,685,1365,4275,1850,1730,700,2430,2805,4245,745,390,305,245,60,85
"328","9330205.02","CT","New Westminster",0.62065,5553,3152,3058,"59933","59","5915029","5915",47232,3055,80,50,145,225,245,150,190,205,160,160,260,215,195,155,125,485,359532,934,27.9,45.7,835,3060,340,2070,5395,1980,1470,1595,3060,2930,5385,820,410,305,270,45,100
"329","9330206.00","CT","New Westminster",0.47777,3070,1778,1697,"59933","59","5915029","5915",63502,1695,60,30,50,60,60,65,60,80,70,85,175,165,130,125,105,400,348177,1201,28.8,42.7,1409,1725,115,1295,3105,1745,650,1075,1725,2290,3050,825,565,485,440,50,80
"330","9330207.00","CT","New Westminster",0.51433,2447,1505,1435,"59933","59","5915029","5915",53867,1435,50,20,55,80,75,65,75,70,95,90,165,120,105,95,75,205,259816,912,29.4,35.5,1279,1430,260,600,2340,1245,835,595,1430,1780,2330,610,425,375,335,40,50
"331","9330208.00","CT","New Westminster",1.67738,6215,2835,2718,"59933","59","5915029","5915",74176,2715,25,30,130,195,150,100,95,90,85,90,160,155,140,145,105,1020,1000301,793,18.7,35.6,1571,2695,1200,1440,6065,2515,1115,1580,2695,3420,6015,630,290,255,215,40,35
"332","9330209.00","CT","New Westminster",2.58931,9351,4137,3948,"59933","59","5915029","5915",84130,3950,65,35,50,70,80,110,125,140,150,155,295,270,305,255,265,1560,501069,1284,21.3,38.2,1336,3945,750,2865,8970,3870,830,3120,3950,5305,8900,1630,1025,885,800,85,140
"333","9330210.00","CT","New Westminster",2.74387,5872,2617,2515,"59933","59","5915029","5915",67104,2515,45,20,95,100,75,105,100,110,125,125,220,175,170,135,140,765,753473,974,29.2,33.5,1622,2515,935,1865,5705,2445,1125,1385,2515,3605,5625,780,480,390,340,55,90
"334","9330220.00","CT","Burnaby",9.86126,1363,483,434,"59933","59","5915025","5915",84480,435,15,10,5,15,10,20,20,20,20,10,30,25,20,15,25,185,948867,1004,24.1,30.8,1476,425,115,740,1310,480,135,295,425,785,1300,165,105,95,80,10,10
"335","9330221.01","CT","Burnaby",1.22944,1776,648,615,"59933","59","5915025","5915",98688,615,10,0,10,5,20,20,15,15,20,20,25,30,40,35,35,305,1300730,1031,26,34.8,1445,625,390,825,1790,640,115,505,625,1035,1770,255,165,135,135,0,30
"336","9330221.03","CT","Burnaby",1.29855,3658,1339,1237,"59933","59","5915025","5915",86101,1235,20,25,20,30,30,35,50,35,45,45,90,85,65,65,55,535,1501054,1004,28.3,41.2,1172,1235,415,2440,3635,1460,250,985,1235,2010,3615,570,235,185,160,25,50
"337","9330221.04","CT","Burnaby",1.32234,5455,1813,1705,"59933","59","5915025","5915",67021,1705,55,40,55,65,65,85,80,75,50,70,125,120,100,105,85,525,1503630,1030,29.4,37.4,902,1705,375,3890,5185,2055,615,1095,1705,2930,5135,800,360,240,190,50,120
"338","9330222.01","CT","Burnaby",1.55171,7554,2901,2731,"59933","59","5915025","5915",70400,2730,105,45,70,105,75,110,110,110,105,120,185,215,180,160,140,890,899133,1206,30.7,41.2,1408,2730,435,5635,7530,3150,765,1965,2730,4455,7435,1190,530,360,305,55,165
"339","9330222.02","CT","Burnaby",1.35949,5771,2620,2553,"59933","59","5915025","5915",74470,2550,100,45,50,85,75,100,80,85,75,90,200,215,170,185,155,845,449868,1306,28.2,31.6,1272,2555,140,3940,5765,2835,475,2080,2555,3680,5670,800,425,305,245,60,120
"340","9330223.01","CT","Burnaby",1.4792,7964,3117,2984,"59933","59","5915025","5915",69427,2985,150,50,85,105,105,100,115,115,115,115,225,235,225,205,180,865,459751,1245,33.8,41,1596,2985,140,6285,7960,3420,975,2010,2985,4940,7860,1705,780,575,495,80,210
"341","9330223.02","CT","Burnaby",0.7551,4650,1736,1575,"59933","59","5915025","5915",61120,1575,50,30,60,70,70,85,75,75,85,65,115,135,115,85,80,395,901064,1009,30.3,42.2,1703,1590,275,3640,4800,1800,865,725,1585,2765,4730,765,375,245,185,60,125
"342","9330224.01","CT","Burnaby",0.46568,6607,3325,3198,"59933","59","5915025","5915",44442,3200,150,90,285,245,195,160,175,170,150,165,235,205,195,155,130,495,400980,904,35.8,47.2,1194,3200,285,4125,6450,2780,1685,1510,3200,4150,6390,1235,570,370,325,45,205
"343","9330224.02","CT","Burnaby",0.69558,4933,2061,1967,"59933","59","5915025","5915",38891,1965,90,45,145,285,140,125,95,85,80,85,135,95,90,85,65,335,1000605,822,40.3,47.7,1311,1955,405,3135,4340,1540,1200,755,1955,2415,4270,740,375,215,165,50,155
"344","9330225.01","CT","Burnaby",1.46988,5844,1962,1840,"59933","59","5915025","5915",77141,1840,50,30,40,65,65,65,60,65,65,80,130,135,100,110,80,700,1499236,1249,32.3,40.4,1015,1840,380,3980,5835,2280,570,1270,1840,3300,5800,805,410,180,170,15,230
"345","9330225.02","CT","Burnaby",1.35522,6222,2896,2790,"59933","59","5915025","5915",55723,2790,135,65,105,160,135,135,160,135,105,145,210,205,170,170,155,605,450341,1000,37.4,51,1519,2790,180,4365,6155,2730,1020,1770,2790,3830,6075,1375,620,435,355,75,190
