"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA06_101: Total number of occupied private dwellings by housing tenure - 20% sample data","v_CA06_102: Owned","v_CA06_103: Rented","v_CA06_109: Total number of occupied private dwellings by period of construction - 20% sample data","v_CA06_110: Period of construction, before 1946","v_CA06_111: Period of construction, 1946 to 1960","v_CA06_451: Total - Mobility status 1 year ago - 20% sample data","v_CA06_453: Movers","v_CA06_454: Non-migrants","v_CA06_455: Migrants","v_CA06_456: Internal migrants","v_CA06_457: Intraprovincial migrants","v_CA06_458: Interprovincial migrants","v_CA06_459: External migrants","v_CA06_1234: Total population 15 to 24 years by highest certificate, diploma or degree - 20% sample data","v_CA06_1240: University certificate, diploma or degree","v_CA06_1248: Total population 25 to 64 years by highest certificate, diploma or degree - 20% sample data","v_CA06_1254: University certificate, diploma or degree","v_CA06_1262: Total population 65 years and over by highest certificate, diploma or degree - 20% sample data","v_CA06_1268: University certificate, diploma or degree","v_CA06_1302: Total population by visible minority groups - 20% sample data","v_CA06_1303: Total visible minority population","v_CA06_1583: Median income $","v_CA06_1988: Household income in 2005 of private households - 20% sample data","v_CA06_1989: Under $10,000","v_CA06_1990: $10,000 to $19,999","v_CA06_1991: $20,000 to $29,999","v_CA06_1992: $30,000 to $39,999","v_CA06_1993: $40,000 to $49,999","v_CA06_1994: $50,000 to $59,999","v_CA06_1995: $60,000 to $69,999","v_CA06_1996: $70,000 to $79,999","v_CA06_1997: $80,000 to $89,999","v_CA06_1998: $90,000 to $99,999","v_CA06_1999: $100,000 and over","v_CA06_2000: Median household income $","v_CA06_2048: Total number of non-farm, non-reserve private dwellings occupied by usual residents - 20% sample data","v_CA06_2049: Tenant-occupied private non-farm, non-reserve dwellings","v_CA06_2050: Average gross rent $","v_CA06_2051: Tenant-occupied households spending 30% or more of household income on gross rent","v_CA06_2053: Owner-occupied private non-farm, non-reserve dwellings","v_CA06_2054: Average value of dwelling $","v_CA06_2055: Average owner major payments $","v_CA06_2056: Owner households spending 30% or more of household income on owner's major payments"
"97","9330059.06","CT","Vancouver",0.59059,6205,5027,4449,"59933","59","5915022","5915",4450,425,4020,4450,2765,90,5800,1960,1330,630,490,290,200,140,445,70,4490,685,780,105,5800,1200,10884,4445,1445,1610,460,185,210,160,130,85,25,45,90,12016,4445,4020,450,2665,430,304399,1377,195
"98","9330060.01","CT","Vancouver",0.13821,3047,2184,2030,"59933","59","5915022","5915",2030,290,1740,2030,215,380,3040,880,420,460,315,185,130,150,315,45,2340,1175,285,75,3045,740,28674,2030,270,245,220,240,230,225,155,170,65,30,180,41931,2030,1735,923,760,290,440564,1103,95
"99","9330060.02","CT","Vancouver",0.21914,5633,3959,3731,"59933","59","5915022","5915",3730,750,2980,3730,130,460,5605,1735,955,780,415,195,220,360,720,125,4200,2095,500,135,5630,1345,25511,3730,370,675,445,615,360,300,295,185,110,60,315,35009,3730,2985,901,1525,750,371407,1170,250
"100","9330061.00","CT","Vancouver",0.19921,4787,3504,3288,"59933","59","5915022","5915",3285,370,2915,3290,135,830,4765,1560,615,950,450,205,245,495,560,95,3525,1765,505,135,4785,1135,29665,3290,380,445,380,430,455,365,240,145,145,75,230,40062,3290,2915,917,1285,370,403093,918,70
"101","9330062.00","CT","Vancouver",0.1623,3262,2476,2249,"59933","59","5915022","5915",2245,615,1635,2245,120,610,3205,560,315,245,160,75,85,80,150,45,2190,1125,775,275,3260,465,33750,2245,210,210,315,240,305,215,220,85,125,80,250,44782,2245,1635,1001,715,615,393804,773,125
"102","9330063.00","CT","Vancouver",0.18298,3574,2389,2238,"59933","59","5915022","5915",2245,600,1645,2245,275,420,3520,940,420,520,225,120,100,290,400,125,2500,1110,410,85,3530,860,26994,2240,270,285,280,340,230,225,160,125,90,60,175,38638,2240,1645,868,805,595,360604,953,130
"103","9330064.00","CT","Vancouver",0.2299,4614,3183,3001,"59933","59","5915022","5915",3000,325,2675,3000,525,260,4530,1645,885,760,375,190,175,390,615,135,3430,1645,295,75,4560,1445,24978,3000,575,395,360,420,325,235,220,115,75,90,180,34688,3000,2675,849,1295,325,305242,1004,105
"104","9330065.00","CT","Vancouver",0.23386,6610,4577,4145,"59933","59","5915022","5915",4145,770,3375,4145,525,540,6380,2090,795,1290,440,270,165,850,1035,300,4550,2230,580,110,6445,2360,25272,4145,760,535,430,580,395,295,300,235,135,145,330,36388,4145,3370,879,1665,770,367260,1108,210
"105","9330066.00","CT","Vancouver",0.52254,6772,4545,3514,"59933","59","5915022","5915",3510,1630,1885,3510,180,10,6665,2000,1215,785,420,265,155,365,935,360,4765,3075,445,205,6770,3510,29323,3515,440,245,350,330,275,250,230,250,200,170,755,52147,3515,1880,1278,860,1630,644355,1447,635
"106","9330067.00","CT","Vancouver",0.40814,8230,5542,4895,"59933","59","5915022","5915",4885,1165,3720,4890,210,350,8145,2365,930,1430,485,260,225,945,960,250,5635,3100,1005,245,8230,2875,25038,4890,710,710,530,520,475,370,340,330,125,140,635,39530,4890,3720,995,1825,1165,677516,1480,435
"107","9330068.00","CT","Vancouver",4.20222,4846,3530,3286,"59933","59","5915022","5915",3285,575,2715,3285,395,870,4810,1300,765,535,290,185,100,245,325,55,3680,1935,610,235,4845,1055,30313,3285,265,425,460,395,430,335,215,165,155,50,385,40935,3285,2715,922,1095,575,557800,1145,150
"108","9330069.00","CT","Greater Vancouver A",14.3318,10831,5672,4409,"59933","59","5915020","5915",4410,1760,2650,4410,245,420,10610,3965,1870,2095,1050,685,365,1045,2155,625,5995,5210,755,490,10720,6015,19429,4410,895,530,515,430,330,125,215,180,180,150,875,36924,4410,2650,1068,1575,1755,840460,1427,685
"109","9330100.01","CT","North Vancouver",0.97,3654,1530,1425,"59933","59","5915051","5915",1425,785,640,1425,330,295,3380,640,325,315,225,215,0,90,455,80,2010,895,365,75,3415,790,28109,1425,45,170,110,145,125,145,120,75,115,55,315,58090,1425,640,1002,310,785,695544,1314,220
"110","9330100.02","CT","North Vancouver",2.99254,6803,3278,3065,"59933","59","5915051","5915",3065,1735,1330,3065,355,540,6715,1400,880,525,435,285,150,95,685,90,4305,1650,745,165,6790,1415,30442,3065,150,260,310,340,290,330,275,255,185,80,590,55794,3065,1330,924,530,1730,551057,1314,535
"111","9330101.02","CT","North Vancouver",1.04808,7739,4432,4126,"59933","59","5915051","5915",4125,2250,1875,4125,160,170,7700,1555,695,855,650,520,130,210,770,120,5050,2170,1065,290,7735,2195,27369,4125,235,560,545,425,450,360,445,220,170,150,560,45139,4125,1875,875,740,2250,385814,1170,775
"112","9330101.03","CT","North Vancouver",0.34326,5035,3287,3093,"59933","59","5915051","5915",3095,1135,1955,3090,30,255,4955,1455,740,715,480,400,80,230,495,90,3485,1470,665,75,5035,1415,27607,3090,265,335,425,375,480,345,225,195,130,125,185,42376,3095,1955,856,810,1135,310202,1051,375
"113","9330101.04","CT","North Vancouver",0.30345,3247,2027,1913,"59933","59","5915051","5915",1910,685,1225,1915,10,150,3205,805,410,395,325,290,40,70,375,45,1870,750,730,130,3245,1140,25115,1915,135,320,225,295,260,180,135,105,65,55,135,39388,1915,1225,1057,630,690,322452,966,185
"114","9330102.00","CT","North Vancouver",2.82939,5152,1975,1901,"59933","59","5915051","5915",1900,1235,540,1900,110,335,5100,825,350,475,235,225,10,235,775,45,2910,1160,475,120,5130,1420,22679,1900,120,165,190,175,145,205,160,145,90,100,400,56685,1745,530,1046,185,1215,525206,1415,495
"115","9330103.00","CT","North Vancouver",1.35212,6793,3470,3304,"59933","59","5915051","5915",3305,1925,1380,3305,315,650,6705,1275,700,570,425,330,95,145,825,115,3990,1590,1060,230,6770,1640,26607,3305,185,350,390,520,355,305,305,205,165,65,460,45032,3300,1380,859,605,1925,467899,1178,610
"116","9330104.00","CT","North Vancouver",2.37479,7311,2805,2677,"59933","59","5915051","5915",2675,1780,895,2680,330,640,7270,1050,670,385,300,245,50,80,980,125,4095,1590,830,120,7300,1760,29621,2675,140,155,210,280,220,235,195,165,160,115,795,63609,2675,895,1087,365,1780,711817,1454,460
"117","9330110.01","CT","North Vancouver",40.37125,7527,2776,2652,"59933","59","5915046","5915",2650,2135,515,2650,200,200,7435,860,650,205,160,105,55,45,1000,85,4220,2285,670,245,7525,1155,35832,2655,70,140,145,130,175,190,145,160,165,125,1205,89921,2650,515,1048,205,2135,748935,1556,425
"118","9330110.02","CT","North Vancouver",2.22943,2989,1109,1052,"59933","59","5915046","5915",1050,960,95,1050,45,205,2960,420,285,135,115,95,20,20,440,75,1605,725,385,110,2985,510,39708,1050,20,20,40,55,70,85,45,105,75,95,440,89808,1050,95,1098,40,955,758411,1548,180
"119","9330111.01","CT","North Vancouver",4.37208,5924,2353,2270,"59933","59","5915046","5915",2270,1710,525,2270,10,125,5655,1095,680,415,360,290,60,60,795,75,3425,1500,520,165,5730,1530,33402,2270,100,155,130,175,210,165,165,210,200,120,635,71315,1570,415,1073,160,1155,571358,1433,345
