"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA06_101: Total number of occupied private dwellings by housing tenure - 20% sample data","v_CA06_102: Owned","v_CA06_103: Rented","v_CA06_109: Total number of occupied private dwellings by period of construction - 20% sample data","v_CA06_110: Period of construction, before 1946","v_CA06_111: Period of construction, 1946 to 1960","v_CA06_451: Total - Mobility status 1 year ago - 20% sample data","v_CA06_453: Movers","v_CA06_454: Non-migrants","v_CA06_455: Migrants","v_CA06_456: Internal migrants","v_CA06_457: Intraprovincial migrants","v_CA06_458: Interprovincial migrants","v_CA06_459: External migrants","v_CA06_1234: Total population 15 to 24 years by highest certificate, diploma or degree - 20% sample data","v_CA06_1240: University certificate, diploma or degree","v_CA06_1248: Total population 25 to 64 years by highest certificate, diploma or degree - 20% sample data","v_CA06_1254: University certificate, diploma or degree","v_CA06_1262: Total population 65 years and over by highest certificate, diploma or degree - 20% sample data","v_CA06_1268: University certificate, diploma or degree","v_CA06_1302: Total population by visible minority groups - 20% sample data","v_CA06_1303: Total visible minority population","v_CA06_1583: Median income $","v_CA06_1988: Household income in 2005 of private households - 20% sample data","v_CA06_1989: Under $10,000","v_CA06_1990: $10,000 to $19,999","v_CA06_1991: $20,000 to $29,999","v_CA06_1992: $30,000 to $39,999","v_CA06_1993: $40,000 to $49,999","v_CA06_1994: $50,000 to $59,999","v_CA06_1995: $60,000 to $69,999","v_CA06_1996: $70,000 to $79,999","v_CA06_1997: $80,000 to $89,999","v_CA06_1998: $90,000 to $99,999","v_CA06_1999: $100,000 and over","v_CA06_2000: Median household income $","v_CA06_2048: Total number of non-farm, non-reserve private dwellings occupied by usual residents - 20% sample data","v_CA06_2049: Tenant-occupied private non-farm, non-reserve dwellings","v_CA06_2050: Average gross rent $","v_CA06_2051: Tenant-occupied households spending 30% or more of household income on gross rent","v_CA06_2053: Owner-occupied private non-farm, non-reserve dwellings","v_CA06_2054: Average value of dwelling $","v_CA06_2055: Average owner major payments $","v_CA06_2056: Owner households spending 30% or more of household income on owner's major payments"
"251","9330187.07","CT","Surrey",0.65508,1784,509,498,"59933","59","5915004","5915",500,465,30,500,0,0,1770,155,130,25,15,15,0,15,345,15,955,400,100,0,1780,790,31073,500,0,15,25,25,40,35,20,70,25,15,220,83012,495,30,1073,20,465,539388,1615,100
"252","9330187.09","CT","Surrey",2.29793,7631,2522,2361,"59933","59","5915004","5915",2360,1940,425,2360,20,85,7550,875,610,265,165,145,20,100,1095,135,4105,960,860,85,7625,4000,23504,2360,65,120,175,285,255,210,195,190,205,110,540,64291,2360,420,875,190,1940,399044,1296,510
"253","9330187.10","CT","Surrey",2.23028,8729,3070,2943,"59933","59","5915004","5915",2940,2620,320,2940,15,55,8460,1690,1225,465,415,395,20,50,1155,70,4580,1330,1250,120,8560,4350,23132,2940,155,120,350,320,230,305,330,200,205,195,535,59728,2940,320,886,130,2620,337346,1253,780
"254","9330187.11","CT","Surrey",1.3824,3442,1254,1212,"59933","59","5915004","5915",1210,1055,150,1210,15,30,3400,785,530,250,235,190,45,15,350,25,2065,660,345,40,3440,1915,25179,1215,70,60,70,110,130,195,105,85,65,75,240,58182,1210,155,984,90,1060,433666,1260,355
"255","9330188.01","CT","Surrey",3.3221,2709,825,762,"59933","59","5915004","5915",760,695,65,765,0,0,2675,435,280,155,80,40,45,75,440,50,1480,565,165,25,2710,1530,21259,765,45,25,80,55,90,50,65,35,45,15,245,63130,760,65,973,40,695,563740,1454,240
"256","9330188.02","CT","Surrey",1.09796,2423,730,684,"59933","59","5915004","5915",685,560,120,685,0,10,2395,590,235,355,285,275,10,70,370,35,1335,480,170,30,2415,1475,21350,685,20,15,50,115,65,30,50,75,45,40,175,69713,680,120,933,45,560,500470,1711,205
"257","9330188.03","CT","Surrey",3.97152,7694,2226,2158,"59933","59","5915004","5915",2160,2010,145,2160,0,10,7640,1250,600,650,535,415,115,110,1390,125,4120,1745,515,90,7690,4035,25385,2155,90,130,105,190,135,105,130,155,140,145,825,82325,2160,145,1065,65,2010,554802,1481,555
"258","9330188.04","CT","Surrey",3.82552,3343,1047,967,"59933","59","5915004","5915",990,845,145,990,10,55,3340,445,275,170,120,120,0,45,530,30,1850,445,300,15,3365,1700,26171,990,15,65,50,70,60,115,85,80,60,45,330,76177,990,140,848,50,850,482871,1517,250
"259","9330188.05","CT","Surrey",7.05442,2380,677,668,"59933","59","5915004","5915",665,605,60,670,0,10,2360,325,210,115,80,60,10,40,415,60,1340,575,170,35,2375,1210,22049,670,45,20,35,50,20,35,50,65,60,15,275,83913,665,60,688,10,605,598229,1354,165
"260","9330188.06","CT","Surrey",4.24861,1008,327,317,"59933","59","5915004","5915",315,295,20,315,15,45,975,160,90,65,55,55,0,15,155,0,550,175,90,20,1005,220,31271,315,20,15,0,25,0,35,25,10,25,10,130,83519,315,20,1344,10,295,825199,1262,75
"261","9330189.03","CT","Surrey",1.60173,3145,1115,1058,"59933","59","5915004","5915",1055,810,250,1055,10,290,3110,420,220,200,190,135,50,15,390,15,1770,290,285,40,3135,755,26277,1060,35,55,105,55,120,155,70,85,95,55,210,59609,1060,250,984,105,810,337260,1111,185
"262","9330189.05","CT","Surrey",1.29664,7150,3440,3282,"59933","59","5915004","5915",3280,2295,985,3280,15,40,7115,1430,955,480,310,240,65,170,815,115,4015,1385,1355,145,7145,3315,21447,3285,185,445,495,495,395,245,235,215,135,125,310,40677,3280,985,730,510,2290,239573,948,750
"263","9330189.06","CT","Surrey",2.4147,2776,1005,935,"59933","59","5915004","5915",935,725,215,935,10,40,2735,395,280,115,45,35,10,70,440,35,1560,275,250,10,2780,1360,23020,935,15,50,95,135,180,105,45,60,45,70,135,49730,935,210,765,55,725,309594,1001,150
"264","9330189.07","CT","Surrey",0.80672,2376,950,912,"59933","59","5915004","5915",910,700,215,915,10,30,2370,420,200,225,220,200,20,10,300,30,1350,310,250,30,2380,1020,22652,915,45,55,80,135,110,180,125,80,15,25,55,50943,915,215,830,80,695,238643,1165,200
"265","9330189.08","CT","Surrey",0.67899,6271,2816,2633,"59933","59","5915004","5915",2630,815,1820,2635,50,115,6160,2060,1215,850,500,385,110,345,930,90,3620,1005,335,55,6275,2970,18720,2630,215,395,545,360,390,280,195,65,45,30,105,33142,2635,1815,715,855,815,162255,899,285
"266","9330189.09","CT","Surrey",1.30166,3992,1278,1217,"59933","59","5915004","5915",1190,960,235,1190,0,10,3920,365,245,120,35,25,10,85,650,50,2185,550,355,30,3950,2200,21090,1195,70,80,105,125,110,110,85,55,60,80,310,59578,1195,235,770,80,960,419373,1285,295
"267","9330189.10","CT","Surrey",1.3304,5167,1897,1742,"59933","59","5915004","5915",1740,1200,545,1740,0,20,5125,910,525,380,290,290,0,90,780,60,2910,1095,355,85,5170,2985,24516,1740,65,160,165,190,180,210,200,100,95,90,280,54942,1740,545,861,250,1195,291906,1187,340
"268","9330190.01","CT","Surrey",1.47662,5886,2659,2457,"59933","59","5915004","5915",2450,1305,1145,2455,15,200,5605,1155,615,540,380,305,75,160,695,40,3190,730,830,95,5680,2125,24973,2450,180,255,315,350,345,270,220,180,85,110,135,42540,2455,1145,812,455,1305,235983,918,330
"269","9330190.03","CT","Surrey",1.9301,4638,1778,1608,"59933","59","5915004","5915",1610,925,685,1610,35,230,4460,880,550,330,200,160,45,130,670,25,2530,445,405,25,4525,1995,19198,1610,105,205,170,200,225,200,140,75,90,55,135,43435,1605,685,885,325,925,282154,993,305
"270","9330190.04","CT","Surrey",3.06923,5928,2217,2057,"59933","59","5915004","5915",2055,1565,490,2055,95,625,5860,845,595,250,230,220,10,20,825,25,3335,570,630,85,5905,1945,22604,2055,95,125,230,180,300,155,245,155,125,120,315,55461,2055,485,848,205,1565,371960,1165,485
"271","9330190.05","CT","Surrey",0.6011,1618,610,558,"59933","59","5915004","5915",560,305,255,555,30,215,1600,365,175,190,120,115,0,70,250,0,855,100,150,0,1610,615,17915,560,55,80,60,50,65,45,70,50,20,0,35,44209,555,255,761,130,305,376198,991,80
"272","9330191.02","CT","Surrey",2.62251,7846,3586,3221,"59933","59","5915004","5915",3220,1625,1595,3220,170,515,7525,1565,880,690,440,400,40,245,1095,60,4510,965,730,100,7630,3700,22326,3220,255,410,430,550,340,260,255,165,170,125,255,39392,3220,1595,746,750,1625,302800,1101,540
"273","9330191.03","CT","Surrey",1.30449,4904,1627,1484,"59933","59","5915004","5915",1480,985,495,1485,45,410,4830,760,455,305,200,115,85,110,710,70,2645,540,490,65,4880,2665,20766,1485,35,125,160,145,155,160,145,135,105,70,260,58221,1485,495,798,165,990,453469,1334,310
"274","9330191.04","CT","Surrey",1.31175,4577,2254,2092,"59933","59","5915004","5915",2090,1055,1035,2090,20,75,4465,700,390,310,275,240,35,30,530,20,2690,610,565,80,4530,2345,20521,2095,150,425,220,260,360,145,125,120,80,90,115,39815,2090,1035,631,540,1050,277488,1067,345
"275","9330192.00","CT","Surrey",13.42764,3908,1651,1430,"59933","59","5915004","5915",1430,985,445,1430,185,265,3805,610,335,280,210,185,20,65,440,40,2365,390,385,10,3895,1795,21721,1430,100,135,140,160,155,140,165,150,90,35,150,52501,1430,445,803,190,985,401841,1160,375
"276","9330200.00","CT","New Westminster",4.01952,5502,1871,1765,"59933","59","5915029","5915",1765,1315,450,1765,190,205,5375,1295,570,725,615,550,65,110,675,55,3245,990,400,10,5480,3445,24643,1765,95,85,125,160,200,125,140,165,175,105,390,66914,1765,450,748,145,1315,442519,1541,505
"277","9330201.00","CT","New Westminster",0.8048,1738,651,614,"59933","59","5915029","5915",615,425,195,610,190,155,1720,205,130,80,70,70,0,0,220,40,1005,390,170,30,1735,775,26657,615,25,35,45,85,40,30,60,50,40,50,150,65885,615,195,768,50,420,470269,1488,110
"278","9330202.00","CT","New Westminster",2.01541,6833,3839,3539,"59933","59","5915029","5915",3535,2355,1185,3540,95,115,6780,1535,500,1035,945,785,155,85,670,70,4495,1590,980,285,6830,1915,29206,3535,205,395,315,395,350,405,350,265,205,170,485,53389,3540,1180,812,515,2360,275498,1052,580
"279","9330203.00","CT","New Westminster",1.11368,4398,1675,1564,"59933","59","5915029","5915",1565,1155,410,1565,735,325,4370,605,190,415,385,370,15,30,560,25,2605,880,440,65,4395,1345,28560,1565,35,125,105,105,155,185,100,95,85,80,480,66629,1565,410,817,135,1150,483623,1307,280
"280","9330204.01","CT","New Westminster",0.39476,4326,2435,2312,"59933","59","5915029","5915",2310,925,1385,2310,260,255,4245,1000,380,620,555,480,75,70,465,55,2925,945,385,30,4325,1325,26913,2310,235,325,210,330,275,295,190,110,100,65,170,42221,2315,1385,733,605,925,249681,1013,190
"281","9330204.02","CT","New Westminster",0.7059,5236,2722,2580,"59933","59","5915029","5915",2580,685,1895,2580,445,395,5160,1200,520,675,445,325,120,230,605,50,3320,1055,525,50,5235,1685,23971,2580,185,400,380,365,310,270,180,110,95,75,210,38930,2580,1895,742,765,685,374989,1222,230
"282","9330205.01","CT","New Westminster",0.51389,3944,2360,2211,"59933","59","5915029","5915",2210,735,1475,2210,335,325,3850,800,285,520,335,280,60,180,470,50,2525,790,440,55,3900,1060,24605,2210,195,410,365,300,225,195,125,140,85,35,145,35229,2210,1475,678,645,735,351610,1089,210
"283","9330205.02","CT","New Westminster",0.60734,5039,2971,2844,"59933","59","5915029","5915",2845,1320,1520,2845,230,370,5005,850,465,390,275,260,15,110,395,40,2600,865,1530,175,5040,1350,24996,2840,170,570,310,460,330,235,205,135,115,80,225,36795,2845,1520,698,540,1320,296457,820,250
"284","9330206.00","CT","New Westminster",0.44545,1893,1109,1035,"59933","59","5915029","5915",1035,465,565,1035,60,130,1835,525,220,305,290,275,20,10,240,10,1385,455,105,25,1865,490,27155,1035,95,140,110,95,125,90,95,90,65,35,105,46490,1035,570,789,240,465,205439,1040,120
"285","9330207.00","CT","New Westminster",0.49863,2394,1483,1366,"59933","59","5915029","5915",1365,580,780,1365,120,235,2380,600,190,410,400,350,50,10,270,10,1705,470,220,35,2395,380,27408,1365,65,155,185,200,125,205,160,60,65,35,105,44907,1365,785,705,260,580,227370,1028,185
"286","9330208.00","CT","New Westminster",1.67725,5853,2648,2541,"59933","59","5915029","5915",2545,1460,1080,2540,845,495,5725,855,365,490,415,385,35,70,655,45,3285,1405,805,145,5765,880,32419,2540,145,385,205,225,220,150,135,145,175,95,655,55552,2540,1080,663,440,1455,523872,1401,315
"287","9330209.00","CT","New Westminster",2.59918,6718,2772,2673,"59933","59","5915029","5915",2675,2050,625,2670,210,680,6320,885,505,380,335,285,50,45,680,70,3705,1205,965,150,6350,1260,34146,2675,85,145,190,170,305,250,295,225,155,120,735,66826,2675,625,871,235,2045,428036,1189,410
"288","9330210.00","CT","New Westminster",2.80604,4675,2134,2005,"59933","59","5915029","5915",2005,1080,925,2005,455,535,4430,745,320,430,290,260,30,140,485,60,2815,835,445,50,4510,1185,30719,2005,95,195,200,215,275,195,160,125,65,90,380,50096,2005,920,740,305,1080,418489,1176,305
"289","9330220.00","CT","Burnaby",9.82305,1071,412,376,"59933","59","5915025","5915",375,210,165,375,45,85,1065,120,45,70,55,45,10,20,145,0,675,185,85,10,1070,495,21607,375,0,40,40,20,30,55,20,20,65,20,50,59203,370,165,957,45,200,594744,1401,65
"290","9330221.01","CT","Burnaby",1.21156,1650,608,577,"59933","59","5915025","5915",580,505,70,575,35,385,1635,85,20,60,60,55,0,0,205,10,935,385,205,45,1650,535,32947,580,20,25,35,50,35,30,55,50,45,35,185,75993,575,70,1302,25,505,577062,945,70
"291","9330221.03","CT","Burnaby",1.27648,3273,1177,1077,"59933","59","5915025","5915",1075,935,145,1075,85,470,3240,395,210,185,85,70,15,105,515,105,1735,850,550,100,3265,1465,27454,1075,35,40,75,90,45,80,120,65,65,75,375,77690,1075,145,1002,60,935,631872,1126,150
"292","9330221.04","CT","Burnaby",1.3061,5065,1640,1529,"59933","59","5915025","5915",1530,975,555,1530,170,250,4790,840,365,475,190,175,15,280,770,125,2665,1005,680,120,4810,3195,19461,1525,120,135,125,140,135,105,130,145,35,90,355,58330,1530,555,951,205,970,635174,1060,225
"293","9330222.01","CT","Burnaby",1.53999,5682,2197,1919,"59933","59","5915025","5915",1920,1305,615,1915,130,500,5625,740,405,335,200,160,35,130,915,185,3185,1345,625,150,5660,3355,19648,1920,115,165,225,250,145,130,175,160,100,105,340,54977,1920,615,854,195,1300,513129,1169,345
"294","9330222.02","CT","Burnaby",1.37337,4258,1936,1874,"59933","59","5915025","5915",1875,1625,250,1870,25,165,4205,990,600,395,290,260,30,105,445,60,2845,1415,460,75,4255,2360,27924,1875,155,160,100,185,200,185,215,100,105,75,385,57549,1875,245,1001,80,1625,354582,1073,510
"295","9330223.01","CT","Burnaby",1.44182,6048,2179,2042,"59933","59","5915025","5915",2040,1250,790,2040,60,110,5960,940,450,490,245,230,15,245,870,100,3505,1450,450,90,6045,3930,21523,2040,130,180,170,255,235,220,215,105,90,140,295,53525,2040,790,826,210,1250,392648,1193,390
"296","9330223.02","CT","Burnaby",0.76151,4729,1622,1506,"59933","59","5915025","5915",1505,730,775,1505,160,260,4630,1215,620,590,390,280,110,205,840,50,2500,850,365,65,4725,3095,17944,1505,105,255,155,195,140,125,75,80,95,60,220,42814,1510,770,827,370,735,452697,1147,220
"297","9330224.01","CT","Burnaby",0.47105,5098,2726,2570,"59933","59","5915025","5915",2570,1085,1480,2570,30,205,5025,1540,820,725,490,435,50,235,595,55,3120,1225,745,65,5090,2740,19091,2570,370,470,360,250,265,225,185,110,125,60,145,33878,2570,1485,814,785,1085,329499,1043,350
"298","9330224.02","CT","Burnaby",0.69395,4058,1657,1585,"59933","59","5915025","5915",1595,490,1105,1590,65,465,3765,805,365,440,280,205,75,160,505,50,1970,640,810,135,3795,2155,16104,1595,160,400,265,215,95,85,30,80,40,30,185,28504,1595,1105,642,555,490,540443,1021,100
"299","9330225.01","CT","Burnaby",1.47339,5567,1872,1756,"59933","59","5915025","5915",1755,1315,440,1755,115,450,5510,490,180,310,210,175,35,100,800,105,3140,1085,675,105,5555,3230,21530,1755,65,95,205,190,205,135,125,135,65,60,470,56603,1755,440,963,170,1310,624746,1102,315
"300","9330225.02","CT","Burnaby",1.38275,4597,2123,2037,"59933","59","5915025","5915",2035,1340,695,2035,40,160,4490,1020,445,570,350,325,25,220,505,60,2895,1545,495,50,4535,2990,22605,2035,160,265,200,280,225,270,125,100,110,85,215,46103,2035,695,803,355,1340,320136,1064,425
"301","9330226.02","CT","Burnaby",1.30774,3897,1649,1390,"59933","59","5915025","5915",1390,825,560,1390,40,370,3855,595,260,335,245,205,40,85,590,90,2215,990,540,135,3870,2415,21547,1390,75,115,150,90,135,160,90,155,65,60,295,58383,1390,560,896,180,825,567913,1148,195
"302","9330226.03","CT","Burnaby",0.72256,5837,2987,2797,"59933","59","5915025","5915",2800,1595,1200,2795,40,75,5770,1375,605,770,500,420,75,265,710,155,3365,1885,1115,265,5835,4275,15850,2795,400,455,415,375,260,225,145,165,95,65,185,33128,2795,1200,948,650,1595,313390,780,605
"303","9330226.04","CT","Burnaby",0.2811,2495,1242,1204,"59933","59","5915025","5915",1200,305,895,1205,10,120,2460,520,220,295,135,90,40,160,390,45,1545,780,215,25,2495,1475,18928,1205,145,195,160,190,230,80,70,35,45,10,35,34465,1200,895,737,355,305,288890,764,100
"304","9330227.01","CT","Burnaby",0.27141,4076,1933,1821,"59933","59","5915025","5915",1820,160,1655,1820,100,165,4030,1435,520,920,325,230,90,595,545,125,2600,1635,225,25,4075,3020,15279,1820,320,320,330,225,190,175,110,75,40,15,10,28241,1820,1660,756,865,165,187740,733,70
"305","9330227.02","CT","Burnaby",1.1301,5034,2840,2718,"59933","59","5915025","5915",2715,1240,1480,2715,70,140,5015,1145,495,650,445,295,150,200,440,75,3080,1770,1055,180,5030,2580,21990,2715,230,470,380,345,270,270,160,175,140,120,155,37927,2720,1475,769,705,1240,261384,720,290
"306","9330228.02","CT","Burnaby",0.99108,3556,1303,1207,"59933","59","5915025","5915",1210,805,400,1205,65,440,3505,260,160,100,75,70,10,20,495,60,2000,825,500,65,3560,2110,23659,1205,30,100,90,80,120,145,105,145,70,45,275,63228,1210,405,1047,135,800,604868,1048,165
"307","9330228.03","CT","Burnaby",0.33841,4693,2336,2194,"59933","59","5915025","5915",2195,700,1490,2195,25,130,4650,1505,605,895,400,355,50,495,700,165,2795,1550,660,130,4695,3055,17098,2190,370,260,325,290,240,160,165,105,65,35,180,34242,2195,1490,903,730,700,330634,864,195
"308","9330228.04","CT","Burnaby",0.70761,4987,2466,2314,"59933","59","5915025","5915",2315,1400,915,2315,75,240,4815,940,465,475,265,185,85,210,545,60,2870,1280,825,125,4845,2700,23662,2310,160,355,305,325,190,185,170,150,115,105,260,40166,2310,910,727,355,1400,353965,921,405
"309","9330229.00","CT","Burnaby",3.09107,6678,2665,2524,"59933","59","5915025","5915",2520,1610,910,2520,105,630,6305,990,385,610,490,430,60,115,800,155,3560,1315,1115,130,6385,3845,24979,2525,125,285,215,265,230,240,160,170,145,120,560,54772,2520,915,825,325,1610,485599,1048,450
"310","9330230.01","CT","Burnaby",4.45366,5404,1979,1902,"59933","59","5915025","5915",1900,1665,235,1905,0,155,5365,425,225,205,130,125,10,70,825,135,3045,1535,690,165,5400,2655,29420,1900,65,85,155,140,140,105,130,200,120,140,625,78203,1900,235,818,65,1670,520894,1121,385
"311","9330230.02","CT","Burnaby",3.95409,4515,1835,1741,"59933","59","5915025","5915",1740,835,905,1740,45,170,4400,925,395,530,400,325,75,130,720,95,2515,845,560,65,4435,2770,21493,1745,130,315,190,170,130,125,145,140,110,70,210,45010,1740,910,771,445,830,480977,1240,245
"312","9330231.00","CT","Burnaby",2.0923,3937,1324,1265,"59933","59","5915025","5915",1265,1055,210,1265,70,240,3915,350,160,190,140,90,55,50,710,155,2135,1030,475,105,3935,2340,22547,1265,35,100,90,180,120,50,100,50,50,45,440,64660,1265,210,897,60,1055,710531,1341,335
"313","9330232.00","CT","Burnaby",3.07835,3142,1028,976,"59933","59","5915025","5915",975,800,175,975,20,145,3080,470,220,250,185,150,35,65,420,75,1745,745,440,75,3125,1655,25553,975,55,25,65,55,55,90,75,70,90,55,330,77665,975,180,989,35,800,630729,1236,175
"314","9330233.00","CT","Burnaby",1.52029,6785,2227,2084,"59933","59","5915025","5915",2085,1385,695,2085,315,490,6610,835,415,415,275,255,20,140,1005,125,3720,1165,745,100,6655,4260,21028,2085,115,165,135,215,205,205,230,150,125,120,420,60242,2085,700,868,185,1385,516693,1254,415
"315","9330234.00","CT","Burnaby",4.59461,6621,2142,2067,"59933","59","5915025","5915",2065,1715,355,2065,80,480,6310,800,415,385,285,265,15,95,995,85,3540,1570,590,50,6370,3485,25373,2070,90,150,190,145,100,210,120,145,105,120,665,72681,2065,350,1003,125,1715,517967,1257,420
"316","9330235.02","CT","Burnaby",1.4445,4675,1789,1707,"59933","59","5915025","5915",1705,1405,305,1705,35,180,4650,980,275,705,545,495,50,165,705,105,2720,1295,385,40,4675,2255,28102,1710,85,80,105,180,205,180,210,110,135,65,340,60677,1705,305,972,100,1405,356033,1111,385
"317","9330235.03","CT","Burnaby",0.41052,2849,1800,1712,"59933","59","5915025","5915",1710,595,1120,1710,25,65,2835,515,200,315,270,215,50,45,295,65,1755,585,600,60,2850,970,22201,1715,125,340,260,200,215,130,155,80,80,30,90,37161,1710,1120,824,495,595,187102,841,190
"318","9330235.04","CT","Burnaby",1.03842,5399,2663,2566,"59933","59","5915025","5915",2565,1415,1150,2565,10,15,5320,1105,495,610,440,380,55,170,845,145,3310,1250,620,105,5395,2285,22751,2565,240,295,355,350,270,245,205,165,165,115,155,41209,2565,1150,854,560,1420,241323,1003,485
"319","9330236.00","CT","Burnaby",4.13651,3718,1177,1126,"59933","59","5915025","5915",1120,1030,95,1120,45,125,3745,270,110,160,140,135,0,20,550,55,2000,880,590,115,3760,2110,28953,1115,15,45,40,55,110,90,60,55,70,50,520,92951,1120,90,1291,25,1025,731579,1341,220
"320","9330237.00","CT","Burnaby",2.58555,7492,3006,2826,"59933","59","5915025","5915",2825,1805,1020,2830,55,255,7415,1350,635,720,330,240,90,385,1160,235,4190,1720,1035,140,7490,4330,20890,2825,225,320,345,325,215,285,230,170,125,110,480,49567,2825,1020,961,410,1805,467528,973,445
"321","9330238.01","CT","Burnaby",1.24658,2827,978,913,"59933","59","5915025","5915",920,750,175,920,30,310,2750,445,275,170,125,120,0,45,520,95,1515,540,330,35,2780,1820,22092,920,55,60,90,60,115,65,45,95,25,50,250,62168,920,170,1107,75,745,530760,1151,175
"322","9330238.02","CT","Burnaby",2.34424,6958,2423,2323,"59933","59","5915025","5915",2325,1535,785,2320,125,490,6825,1080,535,545,400,345,60,145,1145,175,3695,1530,975,160,6855,3645,21604,2325,65,170,290,265,230,265,180,145,90,135,480,54196,2320,790,950,305,1535,610981,1061,400
"323","9330239.00","CT","Burnaby",2.36499,7553,3071,2929,"59933","59","5915025","5915",2930,1975,955,2925,75,800,7490,1050,480,570,465,325,145,100,1005,125,4280,1330,1125,115,7540,3910,24525,2925,155,260,270,280,325,325,220,185,220,125,560,54127,2930,955,863,390,1970,516161,1055,450
"324","9330240.01","CT","Burnaby",2.19574,5761,2810,2602,"59933","59","5915025","5915",2600,1940,660,2600,100,330,5685,1625,865,765,680,635,45,80,715,100,3475,1480,905,80,5745,2970,27697,2600,185,235,225,355,285,250,205,150,100,160,460,51042,2600,660,1060,330,1940,426667,1180,680
"325","9330240.02","CT","Burnaby",0.89645,5266,2162,2018,"59933","59","5915025","5915",2015,1425,595,2015,185,235,5235,710,355,350,290,255,35,65,655,120,3030,825,820,40,5265,3080,24239,2015,85,245,215,195,245,190,160,105,130,60,380,50448,2015,595,771,190,1425,511629,1054,400
"326","9330241.00","CT","Burnaby",1.88959,7449,3110,2994,"59933","59","5915025","5915",2995,1840,1155,2995,525,515,7130,1010,435,580,530,380,145,50,880,140,4225,1475,1115,115,7225,2575,27049,2990,160,320,285,345,275,260,255,135,110,110,740,54856,2995,1155,890,490,1845,529700,1139,445
"327","9330242.00","CT","Burnaby",4.45482,6808,2883,2699,"59933","59","5915025","5915",2700,1755,940,2700,170,695,6730,770,390,380,310,260,45,75,895,120,3995,1455,955,255,6800,2570,24646,2700,180,235,240,295,255,215,170,175,95,140,680,56072,2700,940,841,370,1755,631551,1193,445
"328","9330243.01","CT","Burnaby",1.7089,6001,2241,2106,"59933","59","5915025","5915",2100,1290,815,2100,60,370,5935,740,340,400,270,170,105,130,1085,210,3310,1220,790,110,5985,3055,20407,2100,145,140,225,240,190,195,135,125,180,105,410,55262,2100,815,929,315,1290,615244,1088,315
"329","9330243.02","CT","Burnaby",13.53214,7290,2732,2454,"59933","59","5915025","5915",2455,1350,1100,2455,0,15,7240,1470,675,800,600,525,75,200,1385,205,4220,2225,385,110,7290,3515,22024,2450,195,240,135,225,220,200,185,165,160,120,600,60439,2455,1100,962,450,1355,492313,1258,325
"330","9330250.01","CT","Bowen Island",50.31275,3362,1640,1339,"59933","59","5915062","5915",1340,1085,255,1340,85,95,3350,330,155,170,145,115,30,25,365,15,1975,905,415,220,3360,185,32206,1340,25,45,200,100,90,40,115,120,155,85,360,72990,1340,255,1046,130,1085,666351,1309,275
"331","9330250.02","CT","Greater Vancouver A",882.03092,3912,1710,1357,"59933","59","5915020","5915",1355,1245,110,1355,30,75,3835,420,60,360,350,325,25,15,495,10,2270,975,375,110,3905,345,40202,1355,35,45,60,40,80,50,80,110,65,45,730,104316,1355,110,1266,15,1245,913372,1594,235
"332","9330251.00","CT","Greater Vancouver A",8.39124,145,66,61,"59933","59","5915020","5915",60,30,30,60,15,10,135,10,0,0,10,0,0,0,15,0,80,0,10,0,140,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,515,0,20,0,0,0
"333","9330260.02","CT","Port Moody",14.9486,5114,2402,2223,"59933","59","5915043","5915",2225,1490,730,2220,155,245,5025,1345,315,1030,925,875,50,110,655,60,3260,1220,420,125,5120,1320,31121,2220,135,155,145,230,260,175,170,210,160,120,455,59977,2225,730,903,220,1490,370479,1376,515
"334","9330260.04","CT","Port Moody",1.14542,3816,1380,1269,"59933","59","5915043","5915",1270,895,370,1270,45,145,3775,715,200,510,460,385,75,50,560,60,2160,680,290,40,3815,1180,27860,1270,50,50,65,50,145,130,145,80,130,75,335,67703,1265,375,1141,160,895,429376,1261,190
"335","9330260.05","CT","Port Moody",3.07266,4062,1539,1494,"59933","59","5915043","5915",1495,1155,335,1495,25,310,4020,410,95,315,305,305,0,10,505,40,2270,885,385,90,4060,815,33183,1495,20,75,85,135,165,130,170,100,135,65,400,65372,1495,340,723,80,1155,400432,1151,205
"336","9330260.06","CT","Port Moody",2.40803,3977,1445,1384,"59933","59","5915043","5915",1385,1280,105,1380,50,35,3955,360,110,250,215,195,25,40,500,25,2330,1150,385,135,3975,810,39979,1385,40,55,30,85,70,95,80,130,70,45,690,99324,1380,105,999,50,1280,621441,1460,275
"337","9330260.07","CT","Port Moody",1.08133,4373,1853,1753,"59933","59","5915043","5915",1755,1295,460,1750,0,0,4275,585,165,420,385,350,35,30,580,25,2590,985,335,55,4300,735,33333,1750,70,115,85,155,110,140,175,180,235,95,390,71578,1755,460,1010,170,1295,348300,1287,280
"338","9330260.08","CT","Port Moody",3.48769,6170,2061,2004,"59933","59","5915043","5915",2005,1895,105,2000,15,0,6065,1270,425,845,700,605,100,140,705,25,3690,1855,310,90,6165,2075,34823,2005,65,70,80,120,140,95,135,110,155,140,885,91462,2000,105,1252,30,1900,587834,1735,560
