"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","NHS Non Return Rate","v_CA11N_2281: Number of owner households in non-farm, non-reserve private dwellings","v_CA11N_2282: % of owner households with a mortgage","v_CA11N_2288: Number of tenant households in non-farm, non-reserve private dwellings","v_CA11N_2289: % of tenant households in subsidized housing","v_CA11N_2284: Median monthly shelter costs for owned dwellings ($)","v_CA11N_2286: Median value of dwellings ($)","v_CA11N_2291: Median monthly shelter costs for rented dwellings ($)","v_CA11N_2285: Average monthly shelter costs for owned dwellings ($)","v_CA11N_2287: Average value of dwellings ($)","v_CA11N_2292: Average monthly shelter costs for rented dwellings ($)"
"681","5350424.11","CT","Richmond Hill",4.79748,7637,2418,2361,"35535","35","3519038","3519","0.391",2160,72.5,200,17.5,1892,560798,1322,1867,609713,1221
"682","5350424.12","CT","Richmond Hill",15.80925,26183,7820,7470,"35535","35","3519038","3519","0.248",7095,83.8,370,0,2053,598371,2001,2008,591002,1720
"683","5350424.13","CT","Richmond Hill",26.15921,1604,507,470,"35535","35","3519038","3519","0.28",420,61.9,15,0,1850,649055,1948,2012,863517,2127
"684","5350430.02","CT","Whitchurch-Stouffville",16.40469,10002,3574,3526,"35535","35","3519044","3519","0.19399999999999998",2940,74.7,585,18.8,1630,438737,996,1610,454695,1007
"685","5350430.03","CT","Whitchurch-Stouffville",3.17598,4733,1719,1652,"35535","35","3519044","3519","0.23800000000000002",1400,56.8,250,0,1342,401031,1013,1410,447013,1221
"686","5350430.04","CT","Whitchurch-Stouffville",4.00898,10301,3573,3374,"35535","35","3519044","3519","0.18100000000000002",3170,80.3,205,0,1763,450070,1170,1715,488553,1348
"687","5350431.01","CT","Whitchurch-Stouffville",50.12876,6110,2457,2364,"35535","35","3519044","3519","0.306",2210,47.5,140,0,1165,500988,949,1515,570548,947
"688","5350431.02","CT","Whitchurch-Stouffville",135.62111,6482,2291,2129,"35535","35","3519044","3519","0.27699999999999997",1845,55,235,0,1708,699787,1024,2029,814026,1059
"689","5350440.00","CT","Aurora",22.46464,6923,2482,2362,"35535","35","3519046","3519","0.187",2020,67.6,345,0,1585,410356,1078,1804,619630,1231
"690","5350441.02","CT","Aurora",1.5627,4588,1822,1765,"35535","35","3519046","3519","0.369",1015,52.2,750,10,1112,400787,1061,1371,484967,1087
"691","5350441.03","CT","Aurora",3.04786,7431,2530,2500,"35535","35","3519046","3519","0.254",2200,59.1,300,18.3,1448,500004,1000,1565,505746,948
"692","5350441.04","CT","Aurora",4.60475,5840,1695,1677,"35535","35","3519046","3519","0.287",1505,58.8,170,44.1,1690,500421,892,1603,550388,920
"693","5350442.02","CT","Aurora",1.60208,4178,1655,1620,"35535","35","3519046","3519","0.311",1230,64.9,390,44.9,1462,376748,795,1385,392553,788
"694","5350442.03","CT","Aurora",4.06827,5697,1736,1679,"35535","35","3519046","3519","0.254",1635,53.4,40,0,1429,501093,995,1538,595042,1111
"695","5350442.04","CT","Aurora",1.53452,3688,1356,1331,"35535","35","3519046","3519","0.262",1170,67.1,160,21.9,1543,400902,905,1490,437632,928
"696","5350442.05","CT","Aurora",3.54639,6960,2438,2428,"35535","35","3519046","3519","0.265",2250,83.3,180,0,1698,369174,1701,1641,401915,2105
"697","5350442.06","CT","Aurora",7.69881,7898,2378,2329,"35535","35","3519046","3519","0.322",2150,89.1,175,0,1956,531342,1784,1948,533662,1925
"698","5350450.02","CT","Newmarket",1.44617,3172,1252,1208,"35535","35","3519048","3519","0.223",735,54.1,505,33,1048,376643,872,1199,366324,903
"699","5350450.03","CT","Newmarket",5.06488,8280,2993,2947,"35535","35","3519048","3519","0.21100000000000002",2525,61.8,420,21.4,1377,375776,1203,1379,382451,1301
"700","5350450.05","CT","Newmarket",2.97742,5737,1910,1903,"35535","35","3519048","3519","0.29600000000000004",1725,71.6,185,48.6,1640,399992,824,1656,462587,1030
"701","5350450.06","CT","Newmarket",3.3335,4773,1431,1398,"35535","35","3519048","3519","0.319",1345,72,50,60,2111,650083,803,2160,666088,790
"702","5350451.01","CT","Newmarket",1.06581,2365,955,935,"35535","35","3519048","3519","0.23399999999999999",575,60.9,360,65.3,1372,348590,554,1307,346370,684
"703","5350451.02","CT","Newmarket",1.99263,4903,2325,2232,"35535","35","3519048","3519","0.2",1420,58.2,810,4.9,1200,348554,904,1323,357571,906
"704","5350451.03","CT","Newmarket",2.53359,7127,2446,2416,"35535","35","3519048","3519","0.331",2170,59,245,36.7,1241,349814,949,1308,374040,973
"705","5350451.05","CT","Newmarket",2.55247,4696,1486,1468,"35535","35","3519048","3519","0.254",1205,59.8,265,50,1681,501521,1098,1698,519756,1002
"706","5350451.06","CT","Newmarket",1.93066,6514,2040,2029,"35535","35","3519048","3519","0.302",1845,79.2,180,19.4,1774,390772,1430,1695,397988,1350
"707","5350451.07","CT","Newmarket",3.45123,4785,1529,1521,"35535","35","3519048","3519","0.336",1455,88.3,65,0,1793,393489,1811,1777,414052,1608
"708","5350452.01","CT","Newmarket",1.421,3251,1279,1247,"35535","35","3519048","3519","0.27699999999999997",825,63,390,0,1358,320782,995,1269,324197,961
"709","5350452.02","CT","Newmarket",1.44214,4928,1985,1855,"35535","35","3519048","3519","0.179",1165,55.4,690,0,1180,340271,952,1218,337508,1043
"710","5350452.03","CT","Newmarket",3.76181,5655,2049,2022,"35535","35","3519048","3519","0.32",1505,60.3,520,31.7,1430,399731,968,1396,388811,925
"711","5350452.05","CT","Newmarket",2.34005,4199,1239,1220,"35535","35","3519048","3519","0.309",1100,95,120,0,1951,449217,1685,1950,447085,1576
"712","5350452.06","CT","Newmarket",1.18082,3858,1177,1148,"35535","35","3519048","3519","0.19399999999999998",1105,88.3,40,0,1837,400619,1703,1768,424260,1631
"713","5350452.07","CT","Newmarket",1.96913,5735,1881,1860,"35535","35","3519048","3519","0.298",1780,48.9,85,0,929,400934,1405,1284,404357,1571
"714","5350455.00","CT","East Gwillimbury",127.8587,7479,2591,2486,"35535","35","3519054","3519","0.254",2215,70,175,31.4,1583,380634,835,1572,463155,949
"715","5350456.01","CT","East Gwillimbury",62.06625,4581,1559,1528,"35535","35","3519054","3519","0.326",1325,54,125,0,1345,500582,727,1504,542404,870
"716","5350456.02","CT","East Gwillimbury",18.3184,6193,2166,2126,"35535","35","3519054","3519","0.27899999999999997",1870,64.7,260,21.6,1477,390226,963,1417,429285,1135
"717","5350456.03","CT","East Gwillimbury",39.00994,4220,1435,1400,"35535","35","3519054","3519","0.33799999999999997",1365,55.3,105,0,1276,421860,982,1351,460989,951
"718","5350460.01","CT","King",26.09177,4894,1635,1598,"35535","35","3519049","3519","0.335",1460,51.2,170,0,1423,686629,1412,1647,753042,1259
"719","5350460.02","CT","King",115.01314,3775,1372,1265,"35535","35","3519049","3519","0.445",900,49.4,255,0,1502,552255,1209,1796,960313,1261
"720","5350461.01","CT","King",16.53709,3582,1167,1138,"35535","35","3519049","3519","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","5350461.02","CT","King",178.58322,7648,2802,2644,"35535","35","3519049","3519","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","5350470.00","CT","Georgina",34.1083,2822,1213,1062,"35535","35","3519070","3519","0.46799999999999997",895,75.4,170,0,1429,278598,1002,1377,302097,1055
"723","5350471.00","CT","Georgina",172.08685,3479,1386,1184,"35535","35","3519070","3519","0.49700000000000005",970,61.7,150,0,1299,349397,950,1417,366263,831
"724","5350472.00","CT","Georgina",14.94109,6714,2468,2402,"35535","35","3519070","3519","0.33",2205,80,200,0,1429,259683,1245,1366,277004,1236
"725","5350473.01","CT","Georgina",3.87605,6419,2171,2080,"35535","35","3519070","3519","0.278",1800,77.8,280,48.2,1625,300886,603,1521,320231,721
"726","5350473.02","CT","Georgina",3.1857,6944,2528,2448,"35535","35","3519070","3519","0.2",2090,76.3,360,33.3,1465,279156,926,1428,296645,840
"727","5350473.03","CT","Georgina",13.73173,3729,1493,1399,"35535","35","3519070","3519","0.34",1165,75.1,235,12.8,1448,278730,1003,1421,297537,984
"728","5350474.00","CT","Georgina",220.64371,5432,2861,2025,"35535","35","3519070","3519","0.445",1825,69.5,150,0,1359,329891,1208,1352,349723,1165
"729","5350475.00","CT","Georgina",17.99818,5971,2684,2398,"35535","35","3519070","3519","0.469",2000,57.1,395,27.8,1105,250667,848,1195,282327,823
"730","5350476.00","CT","Chippewas of Georgina Island First Nation",144.89503,2282,1580,967,"35535","35","3519076","3519","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","5350480.01","CT","Bradford West Gwillimbury",3.50081,4098,1715,1635,"35535","35","3543014","3543","0.444",955,56,610,3.3,1135,280012,1004,1231,291401,1057
"732","5350480.02","CT","Bradford West Gwillimbury",3.56175,8065,2587,2525,"35535","35","3543014","3543","0.222",2310,75.8,215,41.9,1716,380305,933,1605,375117,847
"733","5350481.01","CT","Bradford West Gwillimbury",3.90467,5163,1676,1606,"35535","35","3543014","3543","0.364",1540,79.9,95,0,1649,341168,1300,1596,348621,1229
"734","5350481.02","CT","Bradford West Gwillimbury",3.19097,4443,1654,1584,"35535","35","3543014","3543","0.26899999999999996",1225,71.8,430,0,1317,299428,902,1276,295164,989
"735","5350482.00","CT","Bradford West Gwillimbury",188.68646,6308,2347,2110,"35535","35","3543014","3543","0.313",1840,56.9,185,0,1363,420285,1314,1458,473101,1241
"736","5350483.01","CT","New Tecumseth",10.02557,4902,1810,1752,"35535","35","3543007","3543","0.39399999999999996",1685,73.8,210,0,1440,279303,815,1386,305275,859
"737","5350483.02","CT","New Tecumseth",65.38947,2732,1030,1005,"35535","35","3543007","3543","0.40700000000000003",815,49.7,30,0,1020,421790,1525,1282,439823,1553
"738","5350484.01","CT","New Tecumseth",90.15373,3596,1798,1745,"35535","35","3543007","3543","0.33",1660,36.9,75,0,871,324708,1202,1191,342010,1164
"739","5350484.02","CT","New Tecumseth",93.95238,6240,2144,2110,"35535","35","3543007","3543","0.358",1830,68.1,230,0,1417,319754,821,1378,362512,772
"740","5350485.01","CT","New Tecumseth",8.6813,6325,2284,2202,"35535","35","3543007","3543","0.24",1850,76.2,350,10,1561,300757,901,1436,306754,1017
"741","5350485.02","CT","New Tecumseth",6.5535,6439,2576,2498,"35535","35","3543007","3543","0.273",1695,68.1,805,10.6,1414,260041,855,1282,286257,883
"742","5350500.01","CT","Mississauga",0.79472,3441,1655,1575,"35535","35","3521005","3521","0.409",485,58.8,1150,0,1224,438623,982,1513,588455,996
"743","5350500.02","CT","Mississauga",3.20266,4776,2264,2157,"35535","35","3521005","3521","0.35200000000000004",1430,52.8,725,11,1046,324251,995,1233,355676,1018
"744","5350501.01","CT","Mississauga",8.82447,5816,2606,2502,"35535","35","3521005","3521","0.191",2005,56.4,500,3,1199,348166,1203,1357,399740,1129
"745","5350501.02","CT","Mississauga",4.05456,7097,2467,2434,"35535","35","3521005","3521","0.28300000000000003",2210,60.4,225,13.6,1566,600417,1021,1706,673595,1177
"746","5350502.01","CT","Mississauga",1.17321,5602,2011,1978,"35535","35","3521005","3521","0.262",1565,71.9,415,0,1464,300937,1006,1388,334268,1098
"747","5350502.02","CT","Mississauga",0.69186,2597,955,947,"35535","35","3521005","3521","0.396",685,64.5,240,57.4,1297,348271,691,1233,405063,795
"748","5350503.00","CT","Mississauga",1.67366,5228,1905,1880,"35535","35","3521005","3521","0.244",1125,56.9,750,0,1199,349720,1098,1248,381281,1100
"749","5350504.00","CT","Mississauga",1.3782,3409,1224,1207,"35535","35","3521005","3521","0.284",1030,47.8,200,0,931,501127,1337,1309,548293,1356
"750","5350505.01","CT","Mississauga",2.76057,4728,1478,1463,"35535","35","3521005","3521","0.203",1450,43.3,30,0,1215,800097,2227,1692,857448,2049
"751","5350505.02","CT","Mississauga",3.82802,5822,1815,1794,"35535","35","3521005","3521","0.278",1760,47.2,35,0,1616,946399,2023,2194,1012292,1856
"752","5350506.00","CT","Mississauga",1.82825,2677,865,834,"35535","35","3521005","3521","0.28300000000000003",815,43.9,25,0,1428,999734,401,2051,1101172,828
"753","5350507.00","CT","Mississauga",2.06131,3683,1371,1335,"35535","35","3521005","3521","0.21899999999999997",1230,53.9,95,0,1132,539259,1622,1478,627817,1428
"754","5350508.00","CT","Mississauga",1.3105,3333,1224,1182,"35535","35","3521005","3521","0.39799999999999996",970,54.6,145,0,1251,499863,1451,1388,536705,1429
"755","5350509.01","CT","Mississauga",1.94648,5133,2012,1974,"35535","35","3521005","3521","0.336",1785,58.5,185,0,1314,401206,1348,1356,441642,1296
"756","5350509.02","CT","Mississauga",2.93688,3103,1249,1229,"35535","35","3521005","3521","0.266",1120,48.7,105,0,1152,500317,1501,1382,507530,1409
"757","5350510.00","CT","Mississauga",6.32995,5595,2031,2013,"35535","35","3521005","3521","0.313",1850,43.4,165,0,834,501542,651,1275,528439,794
"758","5350511.01","CT","Mississauga",0.45369,5021,2306,2244,"35535","35","3521005","3521","0.212",205,68.3,2040,3.9,1610,250150,1093,1491,268666,1115
"759","5350511.02","CT","Mississauga",1.39494,4744,1814,1778,"35535","35","3521005","3521","0.193",1070,48.4,705,7.8,929,449528,920,1229,480218,929
"760","5350512.00","CT","Mississauga",2.05491,6957,2569,2516,"35535","35","3521005","3521","0.24100000000000002",985,52.6,1535,10.1,1130,460329,972,1424,485083,983
"761","5350513.01","CT","Mississauga",3.4647,6909,2485,2459,"35535","35","3521005","3521","0.331",2125,53.4,335,24.2,1188,501165,1151,1428,586717,1248
"762","5350513.02","CT","Mississauga",1.10129,6543,2488,2431,"35535","35","3521005","3521","0.272",1060,42.5,1370,20,793,449104,979,1187,436282,907
"763","5350513.03","CT","Mississauga",1.06649,3934,1165,1126,"35535","35","3521005","3521","0.33399999999999996",370,48.6,750,4,1228,696741,1003,1741,729818,994
"764","5350513.04","CT","Mississauga",1.36207,3876,1261,1230,"35535","35","3521005","3521","0.303",1015,44.8,220,0,974,469516,953,1355,521008,968
"765","5350514.01","CT","Mississauga",3.35975,2426,791,776,"35535","35","3521005","3521","0.27899999999999997",745,47,0,0,1515,849251,0,2138,986041,0
"766","5350514.02","CT","Mississauga",1.92885,6004,1853,1817,"35535","35","3521005","3521","0.358",875,53.7,940,9.6,1120,650742,987,1596,596925,1004
"767","5350515.01","CT","Mississauga",2.74841,4348,1533,1523,"35535","35","3521005","3521","0.306",1420,55.3,140,0,881,401399,1334,1226,424910,1293
"768","5350515.02","CT","Mississauga",1.41053,3960,1380,1358,"35535","35","3521005","3521","0.27899999999999997",920,56.2,400,40,1465,500230,874,1471,512413,784
"769","5350516.01","CT","Mississauga",1.45292,5471,1822,1796,"35535","35","3521005","3521","0.226",1670,65.3,125,64,1509,383893,602,1411,399182,814
"770","5350516.02","CT","Mississauga",1.74642,4855,1583,1573,"35535","35","3521005","3521","0.25",1430,75.2,145,0,1487,331222,1700,1401,345745,1475
"771","5350516.03","CT","Mississauga",1.11564,5850,2215,2208,"35535","35","3521005","3521","0.264",1795,70.8,415,7.2,1460,255500,1207,1351,282686,1201
"772","5350516.04","CT","Mississauga",1.07182,6422,2652,2616,"35535","35","3521005","3521","0.252",570,65.5,2045,6.6,1520,349267,1202,1439,373593,1144
"773","5350516.05","CT","Mississauga",1.16581,6272,2157,2136,"35535","35","3521005","3521","0.26",1690,74,445,0,1520,300423,1202,1428,319212,1182
"774","5350516.06","CT","Mississauga",0.92376,4769,1808,1781,"35535","35","3521005","3521","0.21100000000000002",1270,74.4,510,21.6,1582,319869,1553,1424,326745,1539
"775","5350516.08","CT","Mississauga",1.32584,6064,2224,2213,"35535","35","3521005","3521","0.188",1100,70.5,1110,31.1,1408,359870,1001,1391,372056,933
"776","5350516.09","CT","Mississauga",2.37602,7027,2474,2406,"35535","35","3521005","3521","0.27",2145,63.6,260,34.6,1403,348755,934,1345,354914,1067
"777","5350516.11","CT","Mississauga",2.17884,4918,1463,1448,"35535","35","3521005","3521","0.249",1430,54.4,20,0,1479,527580,1597,1611,594650,1409
"778","5350516.16","CT","Mississauga",2.93892,5118,2025,1927,"35535","35","3521005","3521","0.33299999999999996",1665,44.3,265,19.2,1244,483699,1286,1611,549411,1364
"779","5350516.17","CT","Mississauga",1.07999,3586,1366,1352,"35535","35","3521005","3521","0.294",1055,55.9,300,24.6,1341,341146,1299,1370,396845,1190
"780","5350516.18","CT","Mississauga",1.15627,3603,1202,1202,"35535","35","3521005","3521","0.22899999999999998",1095,60.3,100,0,1219,390836,1032,1345,414106,1107
"781","5350516.20","CT","Mississauga",1.32212,6313,1871,1859,"35535","35","3521005","3521","0.331",1780,70.8,85,0,1572,401186,1445,1487,421439,1432
"782","5350516.21","CT","Mississauga",1.35295,3020,856,854,"35535","35","3521005","3521","0.249",830,62.3,0,0,1577,500657,0,1583,498710,0
"783","5350516.22","CT","Mississauga",1.67752,7045,1978,1957,"35535","35","3521005","3521","0.264",1925,78.4,35,0,1702,425046,1490,1643,434854,1443
"784","5350516.23","CT","Mississauga",1.31857,5791,1636,1609,"35535","35","3521005","3521","0.266",1515,68.6,95,0,1655,450309,1694,1622,483307,1413
"785","5350516.24","CT","Mississauga",2.83197,4225,1243,1230,"35535","35","3521005","3521","0.247",1195,55.2,45,0,1278,500532,1000,1501,535672,1125
"786","5350516.25","CT","Mississauga",2.82079,4054,1264,1249,"35535","35","3521005","3521","0.32799999999999996",990,59.6,250,66,1431,500557,501,1558,526855,703
"787","5350516.26","CT","Mississauga",1.49495,7144,2071,2030,"35535","35","3521005","3521","0.22699999999999998",1625,56.9,405,40.7,1347,470081,825,1415,476535,902
"788","5350516.28","CT","Mississauga",0.91545,4808,1459,1437,"35535","35","3521005","3521","0.263",1365,70.6,75,0,1641,481029,1729,1699,480435,1552
"789","5350516.29","CT","Mississauga",0.75486,4880,1504,1498,"35535","35","3521005","3521","0.263",1045,69.4,455,50.5,1738,450443,949,1565,479140,914
"790","5350516.30","CT","Mississauga",2.4084,6014,1697,1662,"35535","35","3521005","3521","0.29",1495,60.9,165,0,1705,699075,1722,1853,747349,1747
"791","5350516.31","CT","Mississauga",1.42498,2879,879,867,"35535","35","3521005","3521","0.34700000000000003",870,44.3,0,0,1002,600204,0,1396,606818,0
"792","5350516.32","CT","Mississauga",1.04439,4939,1418,1401,"35535","35","3521005","3521","0.24",1340,82,75,0,1793,400125,1532,1690,423907,1418
"793","5350516.37","CT","Mississauga",1.14709,5526,1997,1968,"35535","35","3521005","3521","0.248",1515,61.9,455,23.1,1213,358793,1125,1305,396181,1072
"794","5350516.38","CT","Mississauga",1.57699,6396,1885,1861,"35535","35","3521005","3521","0.252",1570,85.4,290,10.3,1752,439422,1606,1733,466888,1495
"795","5350516.39","CT","Mississauga",3.49685,5132,1328,1314,"35535","35","3521005","3521","0.265",1225,91.8,90,0,1865,449256,1627,1827,470362,1365
"796","5350516.40","CT","Mississauga",1.3156,6218,1797,1748,"35535","35","3521005","3521","0.204",1675,81.5,75,0,1771,400597,1740,1698,422830,1454
"797","5350516.41","CT","Mississauga",0.67449,5059,1450,1419,"35535","35","3521005","3521","0.226",1340,84.3,80,0,1694,414841,1649,1685,450467,1657
"798","5350516.42","CT","Mississauga",1.72484,8498,2287,2273,"35535","35","3521005","3521","0.191",2145,87.6,125,0,1783,425739,950,1754,439661,1174
"799","5350516.43","CT","Mississauga",1.27118,4217,1416,1397,"35535","35","3521005","3521","0.262",1225,67.3,195,0,1458,400458,1502,1449,414197,1420
"800","5350516.44","CT","Mississauga",1.27768,4965,1381,1369,"35535","35","3521005","3521","0.287",1125,69.8,220,0,1768,450140,1636,1654,507548,1472
"801","5350516.45","CT","Mississauga",2.40756,11832,3529,3231,"35535","35","3521005","3521","0.21600000000000003",2860,88.3,370,8.1,1976,465898,1680,1955,515954,1667
"802","5350516.46","CT","Mississauga",1.22607,7371,1894,1879,"35535","35","3521005","3521","0.278",1740,88.8,150,0,2102,549794,1786,2085,586652,1658
"803","5350516.47","CT","Mississauga",1.25314,5029,1354,1343,"35535","35","3521005","3521","0.258",1270,85.8,65,0,1878,466283,1924,1835,501559,1704
"804","5350517.00","CT","Mississauga",1.23091,1719,598,591,"35535","35","3521005","3521","0.363",450,54.4,155,0,1163,501701,1354,1532,565220,1331
"805","5350518.00","CT","Mississauga",0.74159,4420,1641,1603,"35535","35","3521005","3521","0.29100000000000004",740,55.8,865,31.8,1378,400539,909,1316,422814,803
"806","5350519.00","CT","Mississauga",1.1138,3931,1327,1280,"35535","35","3521005","3521","0.344",1115,65.9,150,0,1484,366464,951,1345,371519,1015
"807","5350520.01","CT","Mississauga",2.62361,5583,1703,1655,"35535","35","3521005","3521","0.337",1310,66.4,345,20,1493,348268,1049,1312,338805,970
"808","5350520.02","CT","Mississauga",1.63995,6742,2122,2071,"35535","35","3521005","3521","0.28300000000000003",1740,57,330,0,1299,421261,1100,1375,442105,1139
"809","5350520.05","CT","Mississauga",0.56635,3744,1307,1254,"35535","35","3521005","3521","0.239",820,62.8,460,22.8,1383,383515,1053,1450,403252,1031
"810","5350520.07","CT","Mississauga",0.33839,5040,2017,1965,"35535","35","3521005","3521","0.195",855,80.7,1110,15.8,1345,190268,1208,1333,207374,1096
"811","5350520.08","CT","Mississauga",1.1147,6475,2376,2338,"35535","35","3521005","3521","0.258",1655,86.4,680,61.3,1696,360222,702,1645,371363,796
"812","5350520.09","CT","Mississauga",0.27326,6448,3409,3075,"35535","35","3521005","3521","0.293",2190,79,885,0,1392,240038,1331,1399,251639,1324
"813","5350520.10","CT","Mississauga",0.47971,9200,4575,4063,"35535","35","3521005","3521","0.257",2585,75.3,1475,1,1540,269369,1451,1457,295345,1425
"814","5350521.01","CT","Mississauga",0.1995,5665,2384,2305,"35535","35","3521005","3521","0.267",1210,55.6,1095,1.8,1270,210007,1217,1293,218287,1217
"815","5350521.02","CT","Mississauga",0.86007,3513,1194,1171,"35535","35","3521005","3521","0.35600000000000004",1090,57.5,110,0,1369,380328,1410,1294,397478,1136
"816","5350521.03","CT","Mississauga",0.6263,5072,1552,1536,"35535","35","3521005","3521","0.19899999999999998",1300,73.2,205,28.6,1519,250583,1203,1413,274438,1117
"817","5350521.04","CT","Mississauga",1.28427,6465,2182,2142,"35535","35","3521005","3521","0.223",1655,59.2,485,6.2,1236,348493,1078,1281,356369,1033
"818","5350521.05","CT","Mississauga",0.75013,4267,1827,1785,"35535","35","3521005","3521","0.27899999999999997",1000,65.5,785,8.9,1392,224551,909,1360,284560,897
"819","5350521.06","CT","Mississauga",0.61814,5184,2411,2320,"35535","35","3521005","3521","0.318",955,56,1335,30.1,1256,245375,1196,1286,244383,1051
"820","5350522.00","CT","Mississauga",1.74776,5957,2201,2169,"35535","35","3521005","3521","0.20800000000000002",1750,45.9,415,27.7,837,445586,1101,1212,456169,1000
"821","5350523.00","CT","Mississauga",1.18015,6110,2570,2488,"35535","35","3521005","3521","0.25",1175,44.3,1315,7.6,1009,400253,1200,1296,426248,1139
"822","5350524.01","CT","Mississauga",0.80537,4896,1681,1674,"35535","35","3521005","3521","0.28800000000000003",1365,73.3,310,48.4,1460,325447,802,1396,340233,847
"823","5350524.02","CT","Mississauga",0.62909,3668,1593,1571,"35535","35","3521005","3521","0.24",940,42.3,620,0,975,299671,1012,1156,324559,998
"824","5350525.01","CT","Mississauga",0.51954,3537,1152,1137,"35535","35","3521005","3521","0.243",635,49.2,520,0,849,400541,1019,1155,377314,1019
"825","5350525.02","CT","Mississauga",1.80241,4550,1800,1777,"35535","35","3521005","3521","0.29600000000000004",625,50.4,1155,21.2,1193,425674,1001,1339,404284,942
"826","5350526.01","CT","Mississauga",0.75771,6318,2037,2011,"35535","35","3521005","3521","0.271",970,68,1045,5.3,1273,299543,1042,1275,296553,1102
"827","5350526.02","CT","Mississauga",0.80781,3452,1299,1248,"35535","35","3521005","3521","0.38799999999999996",380,47.4,870,6.9,1068,501739,999,1427,534368,938
"828","5350527.01","CT","Mississauga",2.46082,7324,3319,3024,"35535","35","3521005","3521","0.253",1970,64.2,1055,0,1412,324439,1359,1370,395670,1385
"829","5350527.02","CT","Mississauga",1.15978,5362,1815,1790,"35535","35","3521005","3521","0.301",1370,37.1,415,0,824,439858,1166,1208,446023,1035
"830","5350527.03","CT","Mississauga",1.2965,7003,3606,2726,"35535","35","3521005","3521","0.225",2010,68,710,2.1,1442,300049,1351,1412,339204,1399
"831","5350527.04","CT","Mississauga",1.66682,5868,2141,2116,"35535","35","3521005","3521","0.193",1480,52.7,640,0,1100,480018,1202,1387,498513,1196
"832","5350527.05","CT","Mississauga",1.66013,5905,2095,2074,"35535","35","3521005","3521","0.187",1735,55,340,33.3,1203,450375,1072,1373,459731,952
"833","5350527.06","CT","Mississauga",1.06079,4186,1444,1436,"35535","35","3521005","3521","0.203",1055,46.9,400,65,785,450376,667,1187,460910,698
"834","5350527.07","CT","Mississauga",1.29951,5171,1702,1670,"35535","35","3521005","3521","0.289",1015,46.8,635,26.8,1000,448846,1063,1352,474169,1070
"835","5350527.08","CT","Mississauga",1.21283,4501,1309,1299,"35535","35","3521005","3521","0.292",1185,60.3,105,15,1379,424502,603,1334,485000,1066
"836","5350527.09","CT","Mississauga",1.90158,3587,1114,1110,"35535","35","3521005","3521","0.303",900,54.4,220,44.2,1122,474296,941,1300,465604,959
"837","5350528.01","CT","Mississauga",1.31422,5343,1511,1491,"35535","35","3521005","3521","0.316",1400,60.7,80,0,1564,549961,1202,1546,545431,1269
"838","5350528.02","CT","Mississauga",1.54219,8095,2222,2207,"35535","35","3521005","3521","0.243",1670,62.6,540,46.3,1637,549036,903,1599,539830,901
"839","5350528.10","CT","Mississauga",1.52335,8809,2546,2458,"35535","35","3521005","3521","0.185",2080,68.7,385,0,1714,477989,1453,1595,493902,1341
"840","5350528.11","CT","Mississauga",0.20899,5533,2809,2501,"35535","35","3521005","3521","0.235",1950,61.3,545,0,1339,250660,1453,1409,275080,1424
"841","5350528.12","CT","Mississauga",1.42452,6056,1599,1558,"35535","35","3521005","3521","0.34600000000000003",1445,60.9,115,0,1645,501446,875,1597,567752,876
"842","5350528.13","CT","Mississauga",1.4156,3601,976,952,"35535","35","3521005","3521","0.299",880,59.7,65,0,1602,601135,1737,1628,611326,1530
"843","5350528.15","CT","Mississauga",0.89246,4502,1208,1192,"35535","35","3521005","3521","0.251",995,66.3,155,64.5,1486,501614,899,1518,503109,1059
"844","5350528.16","CT","Mississauga",0.86726,5279,1444,1411,"35535","35","3521005","3521","0.301",1235,75.7,185,55.3,1785,449115,803,1613,469970,930
"845","5350528.18","CT","Mississauga",1.54722,6975,1947,1908,"35535","35","3521005","3521","0.21",1510,69.5,395,0,1689,480041,1649,1640,491318,1467
"846","5350528.19","CT","Mississauga",0.77018,5631,1624,1605,"35535","35","3521005","3521","0.228",1445,70.6,160,0,1596,420210,749,1553,414661,922
"847","5350528.20","CT","Brampton",3.27983,6132,1813,1743,"35535","35","3521010","3521","0.249",1430,59.2,305,17.7,1480,399411,752,1439,398008,869
"848","5350528.21","CT","Brampton",1.40074,4663,1540,1511,"35535","35","3521010","3521","0.302",900,68.9,615,40.7,1433,274966,1025,1383,285301,925
"849","5350528.22","CT","Brampton",1.37741,6923,1883,1769,"35535","35","3521010","3521","0.23199999999999998",1335,66,430,12.8,1444,348445,749,1406,368698,898
"850","5350528.24","CT","Mississauga",4.66059,5564,1588,1537,"35535","35","3521005","3521","0.24600000000000002",1400,68.2,135,0,1808,460651,803,1662,469219,867
"851","5350528.25","CT","Mississauga",1.22821,7886,2515,2471,"35535","35","3521005","3521","0.303",1895,72,575,24.3,1589,359844,1059,1552,383095,1052
"852","5350528.26","CT","Mississauga",0.6187,4688,1695,1650,"35535","35","3521005","3521","0.249",970,75.9,680,57.8,1561,348456,745,1522,388524,728
